lane,type,d,v,delta_crash,P_lC,P_nlC
1,2,26,34,0.76,0.52,0.48
1,2,27,15,1.8,0.22,0.78
1,2,27,16,1.69,0.24,0.76
1,2,27,17,1.59,0.26,0.74
1,2,27,18,1.5,0.28,0.72
1,2,27,19,1.42,0.3,0.7
1,2,27,20,1.35,0.32,0.68
1,2,27,21,1.29,0.34,0.66
1,2,27,22,1.23,0.35,0.65
1,2,27,23,1.17,0.37,0.63
1,2,27,24,1.13,0.39,0.61
1,2,27,25,1.08,0.4,0.6
1,2,27,26,1.04,0.41,0.59
1,2,27,27,1,0.43,0.57
1,2,27,28,0.96,0.44,0.56
1,2,27,29,0.93,0.45,0.55
1,2,27,30,0.9,0.47,0.53
1,2,27,31,0.87,0.48,0.52
1,2,27,32,0.84,0.49,0.51
1,2,27,33,0.82,0.5,0.5
1,2,27,34,0.79,0.51,0.49
1,2,28,15,1.87,0.21,0.79
1,2,28,16,1.75,0.23,0.77
1,2,28,17,1.65,0.25,0.75
1,2,28,18,1.56,0.27,0.73
1,2,28,19,1.47,0.29,0.71
1,2,28,20,1.4,0.31,0.69
1,2,28,21,1.33,0.32,0.68
1,2,28,22,1.27,0.34,0.66
1,2,28,23,1.22,0.36,0.64
1,2,28,24,1.17,0.37,0.63
1,2,28,25,1.12,0.39,0.61
1,2,28,26,1.08,0.4,0.6
1,2,28,27,1.04,0.42,0.58
1,2,28,28,1,0.43,0.57
1,2,28,29,0.97,0.44,0.56
1,2,28,30,0.93,0.45,0.55
1,2,28,31,0.9,0.46,0.54
1,2,28,32,0.88,0.48,0.52
1,2,28,33,0.85,0.49,0.51
1,2,28,34,0.82,0.5,0.5
1,2,29,15,1.93,0.19,0.81
1,2,29,16,1.81,0.22,0.78
1,2,29,17,1.71,0.24,0.76
1,2,29,18,1.61,0.26,0.74
1,2,29,19,1.53,0.27,0.73
1,2,29,20,1.45,0.29,0.71
1,2,29,21,1.38,0.31,0.69
1,2,29,22,1.32,0.33,0.67
1,2,29,23,1.26,0.34,0.66
1,2,29,24,1.21,0.36,0.64
1,2,29,25,1.16,0.37,0.63
1,2,29,26,1.12,0.39,0.61
1,2,29,27,1.07,0.4,0.6
1,2,29,28,1.04,0.42,0.58
1,2,29,29,1,0.43,0.57
1,2,29,30,0.97,0.44,0.56
1,2,29,31,0.94,0.45,0.55
1,2,29,32,0.91,0.46,0.54
1,2,29,33,0.88,0.47,0.53
1,2,29,34,0.85,0.48,0.52
1,2,30,15,2,0.18,0.82
1,2,30,16,1.88,0.2,0.8
1,2,30,17,1.76,0.22,0.78
1,2,30,18,1.67,0.24,0.76
1,2,30,19,1.58,0.26,0.74
1,2,30,20,1.5,0.28,0.72
1,2,30,21,1.43,0.3,0.7
1,2,30,22,1.36,0.31,0.69
1,2,30,23,1.3,0.33,0.67
1,2,30,24,1.25,0.35,0.65
1,2,30,25,1.2,0.36,0.64
1,2,30,26,1.15,0.38,0.62
1,2,30,27,1.11,0.39,0.61
1,2,30,28,1.07,0.4,0.6
1,2,30,29,1.03,0.42,0.58
1,2,30,30,1,0.43,0.57
1,2,30,31,0.97,0.44,0.56
1,2,30,32,0.94,0.45,0.55
1,2,30,33,0.91,0.46,0.54
1,2,30,34,0.88,0.47,0.53
1,2,31,15,2.07,0.17,0.83
1,2,31,16,1.94,0.19,0.81
1,2,31,17,1.82,0.21,0.79
1,2,31,18,1.72,0.23,0.77
1,2,31,19,1.63,0.25,0.75
1,2,31,20,1.55,0.27,0.73
1,2,31,21,1.48,0.29,0.71
1,2,31,22,1.41,0.3,0.7
1,2,31,23,1.35,0.32,0.68
1,2,31,24,1.29,0.33,0.67
1,2,31,25,1.24,0.35,0.65
1,2,31,26,1.19,0.36,0.64
1,2,31,27,1.15,0.38,0.62
1,2,31,28,1.11,0.39,0.61
1,2,31,29,1.07,0.4,0.6
1,2,31,30,1.03,0.42,0.58
1,2,31,31,1,0.43,0.57
1,2,31,32,0.97,0.44,0.56
1,2,31,33,0.94,0.45,0.55
1,2,31,34,0.91,0.46,0.54
1,2,32,15,2.13,0.16,0.84
1,2,32,16,2,0.18,0.82
1,2,32,17,1.88,0.2,0.8
1,2,32,18,1.78,0.22,0.78
1,2,32,19,1.68,0.24,0.76
1,2,32,20,1.6,0.26,0.74
1,2,32,21,1.52,0.27,0.73
1,2,32,22,1.45,0.29,0.71
1,2,32,23,1.39,0.31,0.69
1,2,32,24,1.33,0.32,0.68
1,2,32,25,1.28,0.34,0.66
1,2,32,26,1.23,0.35,0.65
1,2,32,27,1.19,0.37,0.63
1,2,32,28,1.14,0.38,0.62
1,2,32,29,1.1,0.39,0.61
1,2,32,30,1.07,0.4,0.6
1,2,32,31,1.03,0.42,0.58
1,2,32,32,1,0.43,0.57
1,2,32,33,0.97,0.44,0.56
1,2,32,34,0.94,0.45,0.55
1,2,33,15,2.2,0.16,0.84
1,2,33,16,2.06,0.17,0.83
1,2,33,17,1.94,0.19,0.81
1,2,33,18,1.83,0.21,0.79
1,2,33,19,1.74,0.23,0.77
1,2,33,20,1.65,0.25,0.75
1,2,33,21,1.57,0.26,0.74
1,2,33,22,1.5,0.28,0.72
1,2,33,23,1.43,0.3,0.7
1,2,33,24,1.38,0.31,0.69
1,2,33,25,1.32,0.33,0.67
1,2,33,26,1.27,0.34,0.66
1,2,33,27,1.22,0.35,0.65
1,2,33,28,1.18,0.37,0.63
1,2,33,29,1.14,0.38,0.62
1,2,33,30,1.1,0.39,0.61
1,2,33,31,1.06,0.41,0.59
1,2,33,32,1.03,0.42,0.58
1,2,33,33,1,0.43,0.57
1,2,33,34,0.97,0.44,0.56
1,2,34,15,2.27,0.15,0.85
1,2,34,16,2.13,0.17,0.83
1,2,34,17,2,0.18,0.82
1,2,34,18,1.89,0.2,0.8
1,2,34,19,1.79,0.22,0.78
1,2,34,20,1.7,0.24,0.76
1,2,34,21,1.62,0.25,0.75
1,2,34,22,1.55,0.27,0.73
1,2,34,23,1.48,0.29,0.71
1,2,34,24,1.42,0.3,0.7
1,2,34,25,1.36,0.32,0.68
1,2,34,26,1.31,0.33,0.67
1,2,34,27,1.26,0.34,0.66
1,2,34,28,1.21,0.36,0.64
1,2,34,29,1.17,0.37,0.63
1,2,34,30,1.13,0.38,0.62
1,2,34,31,1.1,0.39,0.61
1,2,34,32,1.06,0.41,0.59
1,2,34,33,1.03,0.42,0.58
1,2,34,34,1,0.43,0.57
1,2,35,15,2.33,0.14,0.86
1,2,35,16,2.19,0.16,0.84
1,2,35,17,2.06,0.17,0.83
1,2,35,18,1.94,0.19,0.81
1,2,35,19,1.84,0.21,0.79
1,2,35,20,1.75,0.23,0.77
1,2,35,21,1.67,0.24,0.76
1,2,35,22,1.59,0.26,0.74
1,2,35,23,1.52,0.28,0.72
1,2,35,24,1.46,0.29,0.71
1,2,35,25,1.4,0.3,0.7
1,2,35,26,1.35,0.32,0.68
1,2,35,27,1.3,0.33,0.67
1,2,35,28,1.25,0.35,0.65
1,2,35,29,1.21,0.36,0.64
1,2,35,30,1.17,0.37,0.63
1,2,35,31,1.13,0.38,0.62
1,2,35,32,1.09,0.4,0.6
1,2,35,33,1.06,0.41,0.59
1,2,35,34,1.03,0.42,0.58
1,2,36,15,2.4,0.13,0.87
1,2,36,16,2.25,0.15,0.85
1,2,36,17,2.12,0.17,0.83
1,2,36,18,2,0.18,0.82
1,2,36,19,1.89,0.2,0.8
1,2,36,20,1.8,0.22,0.78
1,2,36,21,1.71,0.23,0.77
1,2,36,22,1.64,0.25,0.75
1,2,36,23,1.57,0.27,0.73
1,2,36,24,1.5,0.28,0.72
1,2,36,25,1.44,0.29,0.71
1,2,36,26,1.38,0.31,0.69
1,2,36,27,1.33,0.32,0.68
1,2,36,28,1.29,0.34,0.66
1,2,36,29,1.24,0.35,0.65
1,2,36,30,1.2,0.36,0.64
1,2,36,31,1.16,0.37,0.63
1,2,36,32,1.13,0.38,0.62
1,2,36,33,1.09,0.4,0.6
1,2,36,34,1.06,0.41,0.59
1,2,37,15,2.47,0.12,0.88
1,2,37,16,2.31,0.14,0.86
1,2,37,17,2.18,0.16,0.84
1,2,37,18,2.06,0.18,0.82
1,2,37,19,1.95,0.19,0.81
1,2,37,20,1.85,0.21,0.79
1,2,37,21,1.76,0.22,0.78
1,2,37,22,1.68,0.24,0.76
1,2,37,23,1.61,0.26,0.74
1,2,37,24,1.54,0.27,0.73
1,2,37,25,1.48,0.28,0.72
1,2,37,26,1.42,0.3,0.7
1,2,37,27,1.37,0.31,0.69
1,2,37,28,1.32,0.33,0.67
1,2,37,29,1.28,0.34,0.66
1,2,37,30,1.23,0.35,0.65
1,2,37,31,1.19,0.36,0.64
1,2,37,32,1.16,0.37,0.63
1,2,37,33,1.12,0.39,0.61
1,2,37,34,1.09,0.4,0.6
1,2,38,15,2.53,0.12,0.88
1,2,38,16,2.38,0.13,0.87
1,2,38,17,2.24,0.15,0.85
1,2,38,18,2.11,0.17,0.83
1,2,38,19,2,0.18,0.82
1,2,38,20,1.9,0.2,0.8
1,2,38,21,1.81,0.22,0.78
1,2,38,22,1.73,0.23,0.77
1,2,38,23,1.65,0.25,0.75
1,2,38,24,1.58,0.26,0.74
1,2,38,25,1.52,0.28,0.72
1,2,38,26,1.46,0.29,0.71
1,2,38,27,1.41,0.3,0.7
1,2,38,28,1.36,0.32,0.68
1,2,38,29,1.31,0.33,0.67
1,2,38,30,1.27,0.34,0.66
1,2,38,31,1.23,0.35,0.65
1,2,38,32,1.19,0.36,0.64
1,2,38,33,1.15,0.38,0.62
1,2,38,34,1.12,0.39,0.61
1,2,39,15,2.6,0.11,0.89
1,2,39,16,2.44,0.13,0.87
1,2,39,17,2.29,0.14,0.86
1,2,39,18,2.17,0.16,0.84
1,2,39,19,2.05,0.18,0.82
1,2,39,20,1.95,0.19,0.81
1,2,39,21,1.86,0.21,0.79
1,2,39,22,1.77,0.22,0.78
1,2,39,23,1.7,0.24,0.76
1,2,39,24,1.63,0.25,0.75
1,2,39,25,1.56,0.27,0.73
1,2,39,26,1.5,0.28,0.72
1,2,39,27,1.44,0.29,0.71
1,2,39,28,1.39,0.31,0.69
1,2,39,29,1.34,0.32,0.68
1,2,39,30,1.3,0.33,0.67
1,2,39,31,1.26,0.34,0.66
1,2,39,32,1.22,0.36,0.64
1,2,39,33,1.18,0.37,0.63
1,2,39,34,1.15,0.38,0.62
1,2,40,15,2.67,0.1,0.9
1,2,40,16,2.5,0.12,0.88
1,2,40,17,2.35,0.14,0.86
1,2,40,18,2.22,0.15,0.85
1,2,40,19,2.11,0.17,0.83
1,2,40,20,2,0.18,0.82
1,2,40,21,1.9,0.2,0.8
1,2,40,22,1.82,0.21,0.79
1,2,40,23,1.74,0.23,0.77
1,2,40,24,1.67,0.24,0.76
1,2,40,25,1.6,0.26,0.74
1,2,40,26,1.54,0.27,0.73
1,2,40,27,1.48,0.28,0.72
1,2,40,28,1.43,0.3,0.7
1,2,40,29,1.38,0.31,0.69
1,2,40,30,1.33,0.32,0.68
1,2,40,31,1.29,0.33,0.67
1,2,40,32,1.25,0.35,0.65
1,2,40,33,1.21,0.36,0.64
1,2,40,34,1.18,0.37,0.63
1,2,41,15,2.73,0.1,0.9
1,2,41,16,2.56,0.11,0.89
1,2,41,17,2.41,0.13,0.87
1,2,41,18,2.28,0.14,0.86
1,2,41,19,2.16,0.16,0.84
1,2,41,20,2.05,0.18,0.82
1,2,41,21,1.95,0.19,0.81
1,2,41,22,1.86,0.21,0.79
1,2,41,23,1.78,0.22,0.78
1,2,41,24,1.71,0.23,0.77
1,2,41,25,1.64,0.25,0.75
1,2,41,26,1.58,0.26,0.74
1,2,41,27,1.52,0.28,0.72
1,2,41,28,1.46,0.29,0.71
1,2,41,29,1.41,0.3,0.7
1,2,41,30,1.37,0.31,0.69
1,2,41,31,1.32,0.33,0.67
1,2,41,32,1.28,0.34,0.66
1,2,41,33,1.24,0.35,0.65
1,2,41,34,1.21,0.36,0.64
1,2,42,15,2.8,0.09,0.91
1,2,42,16,2.63,0.11,0.89
1,2,42,17,2.47,0.12,0.88
1,2,42,18,2.33,0.14,0.86
1,2,42,19,2.21,0.15,0.85
1,2,42,20,2.1,0.17,0.83
1,2,42,21,2,0.18,0.82
1,2,42,22,1.91,0.2,0.8
1,2,42,23,1.83,0.21,0.79
1,2,42,24,1.75,0.23,0.77
1,2,42,25,1.68,0.24,0.76
1,2,42,26,1.62,0.25,0.75
1,2,42,27,1.56,0.27,0.73
1,2,42,28,1.5,0.28,0.72
1,2,42,29,1.45,0.29,0.71
1,2,42,30,1.4,0.3,0.7
1,2,42,31,1.35,0.32,0.68
1,2,42,32,1.31,0.33,0.67
1,2,42,33,1.27,0.34,0.66
1,2,42,34,1.24,0.35,0.65
1,2,43,15,2.87,0.09,0.91
1,2,43,16,2.69,0.1,0.9
1,2,43,17,2.53,0.12,0.88
1,2,43,18,2.39,0.13,0.87
1,2,43,19,2.26,0.15,0.85
1,2,43,20,2.15,0.16,0.84
1,2,43,21,2.05,0.18,0.82
1,2,43,22,1.95,0.19,0.81
1,2,43,23,1.87,0.2,0.8
1,2,43,24,1.79,0.22,0.78
1,2,43,25,1.72,0.23,0.77
1,2,43,26,1.65,0.25,0.75
1,2,43,27,1.59,0.26,0.74
1,2,43,28,1.54,0.27,0.73
1,2,43,29,1.48,0.28,0.72
1,2,43,30,1.43,0.3,0.7
1,2,43,31,1.39,0.31,0.69
1,2,43,32,1.34,0.32,0.68
1,2,43,33,1.3,0.33,0.67
1,2,43,34,1.26,0.34,0.66
1,2,44,15,2.93,0.08,0.92
1,2,44,16,2.75,0.1,0.9
1,2,44,17,2.59,0.11,0.89
1,2,44,18,2.44,0.13,0.87
1,2,44,19,2.32,0.14,0.86
1,2,44,20,2.2,0.15,0.85
1,2,44,21,2.1,0.17,0.83
1,2,44,22,2,0.18,0.82
1,2,44,23,1.91,0.2,0.8
1,2,44,24,1.83,0.21,0.79
1,2,44,25,1.76,0.22,0.78
1,2,44,26,1.69,0.24,0.76
1,2,44,27,1.63,0.25,0.75
1,2,44,28,1.57,0.26,0.74
1,2,44,29,1.52,0.28,0.72
1,2,44,30,1.47,0.29,0.71
1,2,44,31,1.42,0.3,0.7
1,2,44,32,1.38,0.31,0.69
1,2,44,33,1.33,0.32,0.68
1,2,44,34,1.29,0.33,0.67
1,2,45,15,3,0.08,0.92
1,2,45,16,2.81,0.09,0.91
1,2,45,17,2.65,0.11,0.89
1,2,45,18,2.5,0.12,0.88
1,2,45,19,2.37,0.13,0.87
1,2,45,20,2.25,0.15,0.85
1,2,45,21,2.14,0.16,0.84
1,2,45,22,2.05,0.18,0.82
1,2,45,23,1.96,0.19,0.81
1,2,45,24,1.88,0.2,0.8
1,2,45,25,1.8,0.22,0.78
1,2,45,26,1.73,0.23,0.77
1,2,45,27,1.67,0.24,0.76
1,2,45,28,1.61,0.26,0.74
1,2,45,29,1.55,0.27,0.73
1,2,45,30,1.5,0.28,0.72
1,2,45,31,1.45,0.29,0.71
1,2,45,32,1.41,0.3,0.7
1,2,45,33,1.36,0.31,0.69
1,2,45,34,1.32,0.33,0.67
1,2,46,15,3.07,0.07,0.93
1,2,46,16,2.88,0.09,0.91
1,2,46,17,2.71,0.1,0.9
1,2,46,18,2.56,0.11,0.89
1,2,46,19,2.42,0.13,0.87
1,2,46,20,2.3,0.14,0.86
1,2,46,21,2.19,0.16,0.84
1,2,46,22,2.09,0.17,0.83
1,2,46,23,2,0.18,0.82
1,2,46,24,1.92,0.2,0.8
1,2,46,25,1.84,0.21,0.79
1,2,46,26,1.77,0.22,0.78
1,2,46,27,1.7,0.24,0.76
1,2,46,28,1.64,0.25,0.75
1,2,46,29,1.59,0.26,0.74
1,2,46,30,1.53,0.27,0.73
1,2,46,31,1.48,0.28,0.72
1,2,46,32,1.44,0.3,0.7
1,2,46,33,1.39,0.31,0.69
1,2,46,34,1.35,0.32,0.68
1,2,47,15,3.13,0.07,0.93
1,2,47,16,2.94,0.08,0.92
1,2,47,17,2.76,0.1,0.9
1,2,47,18,2.61,0.11,0.89
1,2,47,19,2.47,0.12,0.88
1,2,47,20,2.35,0.14,0.86
1,2,47,21,2.24,0.15,0.85
1,2,47,22,2.14,0.16,0.84
1,2,47,23,2.04,0.18,0.82
1,2,47,24,1.96,0.19,0.81
1,2,47,25,1.88,0.2,0.8
1,2,47,26,1.81,0.22,0.78
1,2,47,27,1.74,0.23,0.77
1,2,47,28,1.68,0.24,0.76
1,2,47,29,1.62,0.25,0.75
1,2,47,30,1.57,0.26,0.74
1,2,47,31,1.52,0.28,0.72
1,2,47,32,1.47,0.29,0.71
1,2,47,33,1.42,0.3,0.7
1,2,47,34,1.38,0.31,0.69
1,2,48,15,3.2,0.07,0.93
1,2,48,16,3,0.08,0.92
1,2,48,17,2.82,0.09,0.91
1,2,48,18,2.67,0.1,0.9
1,2,48,19,2.53,0.12,0.88
1,2,48,20,2.4,0.13,0.87
1,2,48,21,2.29,0.14,0.86
1,2,48,22,2.18,0.16,0.84
1,2,48,23,2.09,0.17,0.83
1,2,48,24,2,0.18,0.82
1,2,48,25,1.92,0.2,0.8
1,2,48,26,1.85,0.21,0.79
1,2,48,27,1.78,0.22,0.78
1,2,48,28,1.71,0.23,0.77
1,2,48,29,1.66,0.25,0.75
1,2,48,30,1.6,0.26,0.74
1,2,48,31,1.55,0.27,0.73
1,2,48,32,1.5,0.28,0.72
1,2,48,33,1.45,0.29,0.71
1,2,48,34,1.41,0.3,0.7
1,2,49,15,3.27,0.06,0.94
1,2,49,16,3.06,0.07,0.93
1,2,49,17,2.88,0.09,0.91
1,2,49,18,2.72,0.1,0.9
1,2,49,19,2.58,0.11,0.89
1,2,49,20,2.45,0.13,0.87
1,2,49,21,2.33,0.14,0.86
1,2,49,22,2.23,0.15,0.85
1,2,49,23,2.13,0.16,0.84
1,2,49,24,2.04,0.18,0.82
1,2,49,25,1.96,0.19,0.81
1,2,49,26,1.88,0.2,0.8
1,2,49,27,1.81,0.21,0.79
1,2,49,28,1.75,0.23,0.77
1,2,49,29,1.69,0.24,0.76
1,2,49,30,1.63,0.25,0.75
1,2,49,31,1.58,0.26,0.74
1,2,49,32,1.53,0.27,0.73
1,2,49,33,1.48,0.28,0.72
1,2,49,34,1.44,0.29,0.71
1,2,50,15,3.33,0.06,0.94
1,2,50,16,3.13,0.07,0.93
1,2,50,17,2.94,0.08,0.92
1,2,50,18,2.78,0.09,0.91
1,2,50,19,2.63,0.11,0.89
1,2,50,20,2.5,0.12,0.88
1,2,50,21,2.38,0.13,0.87
1,2,50,22,2.27,0.15,0.85
1,2,50,23,2.17,0.16,0.84
1,2,50,24,2.08,0.17,0.83
1,2,50,25,2,0.18,0.82
1,2,50,26,1.92,0.2,0.8
1,2,50,27,1.85,0.21,0.79
1,2,50,28,1.79,0.22,0.78
1,2,50,29,1.72,0.23,0.77
1,2,50,30,1.67,0.24,0.76
1,2,50,31,1.61,0.25,0.75
1,2,50,32,1.56,0.27,0.73
1,2,50,33,1.52,0.28,0.72
1,2,50,34,1.47,0.29,0.71
1,2,51,15,3.4,0.06,0.94
1,2,51,16,3.19,0.07,0.93
1,2,51,17,3,0.08,0.92
1,2,51,18,2.83,0.09,0.91
1,2,51,19,2.68,0.1,0.9
1,2,51,20,2.55,0.11,0.89
1,2,51,21,2.43,0.13,0.87
1,2,51,22,2.32,0.14,0.86
1,2,51,23,2.22,0.15,0.85
1,2,51,24,2.13,0.16,0.84
1,2,51,25,2.04,0.18,0.82
1,2,51,26,1.96,0.19,0.81
1,2,51,27,1.89,0.2,0.8
1,2,51,28,1.82,0.21,0.79
1,2,51,29,1.76,0.22,0.78
1,2,51,30,1.7,0.24,0.76
1,2,51,31,1.65,0.25,0.75
1,2,51,32,1.59,0.26,0.74
1,2,51,33,1.55,0.27,0.73
1,2,51,34,1.5,0.28,0.72
1,2,52,15,3.47,0.05,0.95
1,2,52,16,3.25,0.06,0.94
1,2,52,17,3.06,0.07,0.93
1,2,52,18,2.89,0.09,0.91
1,2,52,19,2.74,0.1,0.9
1,2,52,20,2.6,0.11,0.89
1,2,52,21,2.48,0.12,0.88
1,2,52,22,2.36,0.13,0.87
1,2,52,23,2.26,0.15,0.85
1,2,52,24,2.17,0.16,0.84
1,2,52,25,2.08,0.17,0.83
1,2,52,26,2,0.18,0.82
1,2,52,27,1.93,0.19,0.81
1,2,52,28,1.86,0.21,0.79
1,2,52,29,1.79,0.22,0.78
1,2,52,30,1.73,0.23,0.77
1,2,52,31,1.68,0.24,0.76
1,2,52,32,1.63,0.25,0.75
1,2,52,33,1.58,0.26,0.74
1,2,52,34,1.53,0.27,0.73
1,2,53,15,3.53,0.05,0.95
1,2,53,16,3.31,0.06,0.94
1,2,53,17,3.12,0.07,0.93
1,2,53,18,2.94,0.08,0.92
1,2,53,19,2.79,0.09,0.91
1,2,53,20,2.65,0.11,0.89
1,2,53,21,2.52,0.12,0.88
1,2,53,22,2.41,0.13,0.87
1,2,53,23,2.3,0.14,0.86
1,2,53,24,2.21,0.15,0.85
1,2,53,25,2.12,0.17,0.83
1,2,53,26,2.04,0.18,0.82
1,2,53,27,1.96,0.19,0.81
1,2,53,28,1.89,0.2,0.8
1,2,53,29,1.83,0.21,0.79
1,2,53,30,1.77,0.22,0.78
1,2,53,31,1.71,0.23,0.77
1,2,53,32,1.66,0.25,0.75
1,2,53,33,1.61,0.26,0.74
1,2,53,34,1.56,0.27,0.73
1,2,54,15,3.6,0.05,0.95
1,2,54,16,3.38,0.06,0.94
1,2,54,17,3.18,0.07,0.93
1,2,54,18,3,0.08,0.92
1,2,54,19,2.84,0.09,0.91
1,2,54,20,2.7,0.1,0.9
1,2,54,21,2.57,0.11,0.89
1,2,54,22,2.45,0.12,0.88
1,2,54,23,2.35,0.14,0.86
1,2,54,24,2.25,0.15,0.85
1,2,54,25,2.16,0.16,0.84
1,2,54,26,2.08,0.17,0.83
1,2,54,27,2,0.18,0.82
1,2,54,28,1.93,0.19,0.81
1,2,54,29,1.86,0.21,0.79
1,2,54,30,1.8,0.22,0.78
1,2,54,31,1.74,0.23,0.77
1,2,54,32,1.69,0.24,0.76
1,2,54,33,1.64,0.25,0.75
1,2,54,34,1.59,0.26,0.74
1,2,55,15,3.67,0.04,0.96
1,2,55,16,3.44,0.05,0.95
1,2,55,17,3.24,0.06,0.94
1,2,55,18,3.06,0.07,0.93
1,2,55,19,2.89,0.09,0.91
1,2,55,20,2.75,0.1,0.9
1,2,55,21,2.62,0.11,0.89
1,2,55,22,2.5,0.12,0.88
1,2,55,23,2.39,0.13,0.87
1,2,55,24,2.29,0.14,0.86
1,2,55,25,2.2,0.15,0.85
1,2,55,26,2.12,0.17,0.83
1,2,55,27,2.04,0.18,0.82
1,2,55,28,1.96,0.19,0.81
1,2,55,29,1.9,0.2,0.8
1,2,55,30,1.83,0.21,0.79
1,2,55,31,1.77,0.22,0.78
1,2,55,32,1.72,0.23,0.77
1,2,55,33,1.67,0.24,0.76
1,2,55,34,1.62,0.25,0.75
1,2,56,15,3.73,0.04,0.96
1,2,56,16,3.5,0.05,0.95
1,2,56,17,3.29,0.06,0.94
1,2,56,18,3.11,0.07,0.93
1,2,56,19,2.95,0.08,0.92
1,2,56,20,2.8,0.09,0.91
1,2,56,21,2.67,0.1,0.9
1,2,56,22,2.55,0.12,0.88
1,2,56,23,2.43,0.13,0.87
1,2,56,24,2.33,0.14,0.86
1,2,56,25,2.24,0.15,0.85
1,2,56,26,2.15,0.16,0.84
1,2,56,27,2.07,0.17,0.83
1,2,56,28,2,0.18,0.82
1,2,56,29,1.93,0.19,0.81
1,2,56,30,1.87,0.2,0.8
1,2,56,31,1.81,0.22,0.78
1,2,56,32,1.75,0.23,0.77
1,2,56,33,1.7,0.24,0.76
1,2,56,34,1.65,0.25,0.75
1,2,57,15,3.8,0.04,0.96
1,2,57,16,3.56,0.05,0.95
1,2,57,17,3.35,0.06,0.94
1,2,57,18,3.17,0.07,0.93
1,2,57,19,3,0.08,0.92
1,2,57,20,2.85,0.09,0.91
1,2,57,21,2.71,0.1,0.9
1,2,57,22,2.59,0.11,0.89
1,2,57,23,2.48,0.12,0.88
1,2,57,24,2.38,0.13,0.87
1,2,57,25,2.28,0.14,0.86
1,2,57,26,2.19,0.16,0.84
1,2,57,27,2.11,0.17,0.83
1,2,57,28,2.04,0.18,0.82
1,2,57,29,1.97,0.19,0.81
1,2,57,30,1.9,0.2,0.8
1,2,57,31,1.84,0.21,0.79
1,2,57,32,1.78,0.22,0.78
1,2,57,33,1.73,0.23,0.77
1,2,57,34,1.68,0.24,0.76
1,2,58,15,3.87,0.04,0.96
1,2,58,16,3.63,0.05,0.95
1,2,58,17,3.41,0.06,0.94
1,2,58,18,3.22,0.06,0.94
1,2,58,19,3.05,0.07,0.93
1,2,58,20,2.9,0.09,0.91
1,2,58,21,2.76,0.1,0.9
1,2,58,22,2.64,0.11,0.89
1,2,58,23,2.52,0.12,0.88
1,2,58,24,2.42,0.13,0.87
1,2,58,25,2.32,0.14,0.86
1,2,58,26,2.23,0.15,0.85
1,2,58,27,2.15,0.16,0.84
1,2,58,28,2.07,0.17,0.83
1,2,58,29,2,0.18,0.82
1,2,58,30,1.93,0.19,0.81
1,2,58,31,1.87,0.2,0.8
1,2,58,32,1.81,0.21,0.79
1,2,58,33,1.76,0.22,0.78
1,2,58,34,1.71,0.23,0.77
1,2,59,15,3.93,0.04,0.96
1,2,59,16,3.69,0.04,0.96
1,2,59,17,3.47,0.05,0.95
1,2,59,18,3.28,0.06,0.94
1,2,59,19,3.11,0.07,0.93
1,2,59,20,2.95,0.08,0.92
1,2,59,21,2.81,0.09,0.91
1,2,59,22,2.68,0.1,0.9
1,2,59,23,2.57,0.11,0.89
1,2,59,24,2.46,0.12,0.88
1,2,59,25,2.36,0.13,0.87
1,2,59,26,2.27,0.15,0.85
1,2,59,27,2.19,0.16,0.84
1,2,59,28,2.11,0.17,0.83
1,2,59,29,2.03,0.18,0.82
1,2,59,30,1.97,0.19,0.81
1,2,59,31,1.9,0.2,0.8
1,2,59,32,1.84,0.21,0.79
1,2,59,33,1.79,0.22,0.78
1,2,59,34,1.74,0.23,0.77
1,2,60,15,4,0.03,0.97
1,2,60,16,3.75,0.04,0.96
1,2,60,17,3.53,0.05,0.95
1,2,60,18,3.33,0.06,0.94
1,2,60,19,3.16,0.07,0.93
1,2,60,20,3,0.08,0.92
1,2,60,21,2.86,0.09,0.91
1,2,60,22,2.73,0.1,0.9
1,2,60,23,2.61,0.11,0.89
1,2,60,24,2.5,0.12,0.88
1,2,60,25,2.4,0.13,0.87
1,2,60,26,2.31,0.14,0.86
1,2,60,27,2.22,0.15,0.85
1,2,60,28,2.14,0.16,0.84
1,2,60,29,2.07,0.17,0.83
1,2,60,30,2,0.18,0.82
1,2,60,31,1.94,0.19,0.81
1,2,60,32,1.88,0.2,0.8
1,2,60,33,1.82,0.21,0.79
1,2,60,34,1.76,0.22,0.78
1,2,61,15,4.07,0.03,0.97
1,2,61,16,3.81,0.04,0.96
1,2,61,17,3.59,0.05,0.95
1,2,61,18,3.39,0.06,0.94
1,2,61,19,3.21,0.07,0.93
1,2,61,20,3.05,0.08,0.92
1,2,61,21,2.9,0.08,0.92
1,2,61,22,2.77,0.1,0.9
1,2,61,23,2.65,0.11,0.89
1,2,61,24,2.54,0.12,0.88
1,2,61,25,2.44,0.13,0.87
1,2,61,26,2.35,0.14,0.86
1,2,61,27,2.26,0.15,0.85
1,2,61,28,2.18,0.16,0.84
1,2,61,29,2.1,0.17,0.83
1,2,61,30,2.03,0.18,0.82
1,2,61,31,1.97,0.19,0.81
1,2,61,32,1.91,0.2,0.8
1,2,61,33,1.85,0.21,0.79
1,2,61,34,1.79,0.22,0.78
