lane,type,d,v,delta_crash,P_lC,P_nlC
1,1,35,29,1.21,0.16,0.84
1,1,35,30,1.17,0.17,0.83
1,1,35,31,1.13,0.18,0.82
1,1,35,32,1.09,0.19,0.81
1,1,35,33,1.06,0.2,0.8
1,1,35,34,1.03,0.21,0.79
1,1,36,15,2.4,0.03,0.97
1,1,36,16,2.25,0.03,0.97
1,1,36,17,2.12,0.04,0.96
1,1,36,18,2,0.05,0.95
1,1,36,19,1.89,0.06,0.94
1,1,36,20,1.8,0.07,0.93
1,1,36,21,1.71,0.08,0.92
1,1,36,22,1.64,0.09,0.91
1,1,36,23,1.57,0.1,0.9
1,1,36,24,1.5,0.11,0.89
1,1,36,25,1.44,0.12,0.88
1,1,36,26,1.38,0.13,0.87
1,1,36,27,1.33,0.14,0.86
1,1,36,28,1.29,0.15,0.85
1,1,36,29,1.24,0.16,0.84
1,1,36,30,1.2,0.17,0.83
1,1,36,31,1.16,0.18,0.82
1,1,36,32,1.13,0.19,0.81
1,1,36,33,1.09,0.2,0.8
1,1,36,34,1.06,0.21,0.79
1,1,37,15,2.47,0.03,0.97
1,1,37,16,2.31,0.03,0.97
1,1,37,17,2.18,0.04,0.96
1,1,37,18,2.06,0.05,0.95
1,1,37,19,1.95,0.05,0.95
1,1,37,20,1.85,0.06,0.94
1,1,37,21,1.76,0.07,0.93
1,1,37,22,1.68,0.08,0.92
1,1,37,23,1.61,0.09,0.91
1,1,37,24,1.54,0.1,0.9
1,1,37,25,1.48,0.11,0.89
1,1,37,26,1.42,0.12,0.88
1,1,37,27,1.37,0.13,0.87
1,1,37,28,1.32,0.14,0.86
1,1,37,29,1.28,0.15,0.85
1,1,37,30,1.23,0.16,0.84
1,1,37,31,1.19,0.17,0.83
1,1,37,32,1.16,0.18,0.82
1,1,37,33,1.12,0.19,0.81
1,1,37,34,1.09,0.2,0.8
1,1,38,15,2.53,0.02,0.98
1,1,38,16,2.38,0.03,0.97
1,1,38,17,2.24,0.04,0.96
1,1,38,18,2.11,0.04,0.96
1,1,38,19,2,0.05,0.95
1,1,38,20,1.9,0.06,0.94
1,1,38,21,1.81,0.07,0.93
1,1,38,22,1.73,0.08,0.92
1,1,38,23,1.65,0.08,0.92
1,1,38,24,1.58,0.09,0.91
1,1,38,25,1.52,0.1,0.9
1,1,38,26,1.46,0.11,0.89
1,1,38,27,1.41,0.12,0.88
1,1,38,28,1.36,0.13,0.87
1,1,38,29,1.31,0.14,0.86
1,1,38,30,1.27,0.15,0.85
1,1,38,31,1.23,0.16,0.84
1,1,38,32,1.19,0.17,0.83
1,1,38,33,1.15,0.18,0.82
1,1,38,34,1.12,0.19,0.81
1,1,39,15,2.6,0.02,0.98
1,1,39,16,2.44,0.03,0.97
1,1,39,17,2.29,0.03,0.97
1,1,39,18,2.17,0.04,0.96
1,1,39,19,2.05,0.05,0.95
1,1,39,20,1.95,0.05,0.95
1,1,39,21,1.86,0.06,0.94
1,1,39,22,1.77,0.07,0.93
1,1,39,23,1.7,0.08,0.92
1,1,39,24,1.63,0.09,0.91
1,1,39,25,1.56,0.1,0.9
1,1,39,26,1.5,0.11,0.89
1,1,39,27,1.44,0.12,0.88
1,1,39,28,1.39,0.12,0.88
1,1,39,29,1.34,0.13,0.87
1,1,39,30,1.3,0.14,0.86
1,1,39,31,1.26,0.15,0.85
1,1,39,32,1.22,0.16,0.84
1,1,39,33,1.18,0.17,0.83
1,1,39,34,1.15,0.18,0.82
1,1,40,15,2.67,0.02,0.98
1,1,40,16,2.5,0.02,0.98
1,1,40,17,2.35,0.03,0.97
1,1,40,18,2.22,0.04,0.96
1,1,40,19,2.11,0.04,0.96
1,1,40,20,2,0.05,0.95
1,1,40,21,1.9,0.06,0.94
1,1,40,22,1.82,0.07,0.93
1,1,40,23,1.74,0.07,0.93
1,1,40,24,1.67,0.08,0.92
1,1,40,25,1.6,0.09,0.91
1,1,40,26,1.54,0.1,0.9
1,1,40,27,1.48,0.11,0.89
1,1,40,28,1.43,0.12,0.88
1,1,40,29,1.38,0.13,0.87
1,1,40,30,1.33,0.14,0.86
1,1,40,31,1.29,0.15,0.85
1,1,40,32,1.25,0.15,0.85
1,1,40,33,1.21,0.16,0.84
1,1,40,34,1.18,0.17,0.83
1,1,41,15,2.73,0.02,0.98
1,1,41,16,2.56,0.02,0.98
1,1,41,17,2.41,0.03,0.97
1,1,41,18,2.28,0.03,0.97
1,1,41,19,2.16,0.04,0.96
1,1,41,20,2.05,0.05,0.95
1,1,41,21,1.95,0.05,0.95
1,1,41,22,1.86,0.06,0.94
1,1,41,23,1.78,0.07,0.93
1,1,41,24,1.71,0.08,0.92
1,1,41,25,1.64,0.09,0.91
1,1,41,26,1.58,0.09,0.91
1,1,41,27,1.52,0.1,0.9
1,1,41,28,1.46,0.11,0.89
1,1,41,29,1.41,0.12,0.88
1,1,41,30,1.37,0.13,0.87
1,1,41,31,1.32,0.14,0.86
1,1,41,32,1.28,0.15,0.85
1,1,41,33,1.24,0.16,0.84
1,1,41,34,1.21,0.16,0.84
1,1,42,15,2.8,0.02,0.98
1,1,42,16,2.63,0.02,0.98
1,1,42,17,2.47,0.02,0.98
1,1,42,18,2.33,0.03,0.97
1,1,42,19,2.21,0.04,0.96
1,1,42,20,2.1,0.04,0.96
1,1,42,21,2,0.05,0.95
1,1,42,22,1.91,0.06,0.94
1,1,42,23,1.83,0.07,0.93
1,1,42,24,1.75,0.07,0.93
1,1,42,25,1.68,0.08,0.92
1,1,42,26,1.62,0.09,0.91
1,1,42,27,1.56,0.1,0.9
1,1,42,28,1.5,0.11,0.89
1,1,42,29,1.45,0.11,0.89
1,1,42,30,1.4,0.12,0.88
1,1,42,31,1.35,0.13,0.87
1,1,42,32,1.31,0.14,0.86
1,1,42,33,1.27,0.15,0.85
1,1,42,34,1.24,0.16,0.84
1,1,43,15,2.87,0.01,0.99
1,1,43,16,2.69,0.02,0.98
1,1,43,17,2.53,0.02,0.98
1,1,43,18,2.39,0.03,0.97
1,1,43,19,2.26,0.03,0.97
1,1,43,20,2.15,0.04,0.96
1,1,43,21,2.05,0.05,0.95
1,1,43,22,1.95,0.05,0.95
1,1,43,23,1.87,0.06,0.94
1,1,43,24,1.79,0.07,0.93
1,1,43,25,1.72,0.08,0.92
1,1,43,26,1.65,0.08,0.92
1,1,43,27,1.59,0.09,0.91
1,1,43,28,1.54,0.1,0.9
1,1,43,29,1.48,0.11,0.89
1,1,43,30,1.43,0.12,0.88
1,1,43,31,1.39,0.13,0.87
1,1,43,32,1.34,0.13,0.87
1,1,43,33,1.3,0.14,0.86
1,1,43,34,1.26,0.15,0.85
1,1,44,15,2.93,0.01,0.99
1,1,44,16,2.75,0.02,0.98
1,1,44,17,2.59,0.02,0.98
1,1,44,18,2.44,0.03,0.97
1,1,44,19,2.32,0.03,0.97
1,1,44,20,2.2,0.04,0.96
1,1,44,21,2.1,0.04,0.96
1,1,44,22,2,0.05,0.95
1,1,44,23,1.91,0.06,0.94
1,1,44,24,1.83,0.06,0.94
1,1,44,25,1.76,0.07,0.93
1,1,44,26,1.69,0.08,0.92
1,1,44,27,1.63,0.09,0.91
1,1,44,28,1.57,0.1,0.9
1,1,44,29,1.52,0.1,0.9
1,1,44,30,1.47,0.11,0.89
1,1,44,31,1.42,0.12,0.88
1,1,44,32,1.38,0.13,0.87
1,1,44,33,1.33,0.14,0.86
1,1,44,34,1.29,0.14,0.86
1,1,45,15,3,0.01,0.99
1,1,45,16,2.81,0.01,0.99
1,1,45,17,2.65,0.02,0.98
1,1,45,18,2.5,0.02,0.98
1,1,45,19,2.37,0.03,0.97
1,1,45,20,2.25,0.03,0.97
1,1,45,21,2.14,0.04,0.96
1,1,45,22,2.05,0.05,0.95
1,1,45,23,1.96,0.05,0.95
1,1,45,24,1.88,0.06,0.94
1,1,45,25,1.8,0.07,0.93
1,1,45,26,1.73,0.08,0.92
1,1,45,27,1.67,0.08,0.92
1,1,45,28,1.61,0.09,0.91
1,1,45,29,1.55,0.1,0.9
1,1,45,30,1.5,0.11,0.89
1,1,45,31,1.45,0.11,0.89
1,1,45,32,1.41,0.12,0.88
1,1,45,33,1.36,0.13,0.87
1,1,45,34,1.32,0.14,0.86
1,1,46,15,3.07,0.01,0.99
1,1,46,16,2.88,0.01,0.99
1,1,46,17,2.71,0.02,0.98
1,1,46,18,2.56,0.02,0.98
1,1,46,19,2.42,0.03,0.97
1,1,46,20,2.3,0.03,0.97
1,1,46,21,2.19,0.04,0.96
1,1,46,22,2.09,0.04,0.96
1,1,46,23,2,0.05,0.95
1,1,46,24,1.92,0.06,0.94
1,1,46,25,1.84,0.06,0.94
1,1,46,26,1.77,0.07,0.93
1,1,46,27,1.7,0.08,0.92
1,1,46,28,1.64,0.09,0.91
1,1,46,29,1.59,0.09,0.91
1,1,46,30,1.53,0.1,0.9
1,1,46,31,1.48,0.11,0.89
1,1,46,32,1.44,0.12,0.88
1,1,46,33,1.39,0.12,0.88
1,1,46,34,1.35,0.13,0.87
1,1,47,15,3.13,0.01,0.99
1,1,47,16,2.94,0.01,0.99
1,1,47,17,2.76,0.02,0.98
1,1,47,18,2.61,0.02,0.98
1,1,47,19,2.47,0.02,0.98
1,1,47,20,2.35,0.03,0.97
1,1,47,21,2.24,0.04,0.96
1,1,47,22,2.14,0.04,0.96
1,1,47,23,2.04,0.05,0.95
1,1,47,24,1.96,0.05,0.95
1,1,47,25,1.88,0.06,0.94
1,1,47,26,1.81,0.07,0.93
1,1,47,27,1.74,0.07,0.93
1,1,47,28,1.68,0.08,0.92
1,1,47,29,1.62,0.09,0.91
1,1,47,30,1.57,0.1,0.9
1,1,47,31,1.52,0.1,0.9
1,1,47,32,1.47,0.11,0.89
1,1,47,33,1.42,0.12,0.88
1,1,47,34,1.38,0.13,0.87
1,1,48,15,3.2,0.01,0.99
1,1,48,16,3,0.01,0.99
1,1,48,17,2.82,0.01,0.99
1,1,48,18,2.67,0.02,0.98
1,1,48,19,2.53,0.02,0.98
1,1,48,20,2.4,0.03,0.97
1,1,48,21,2.29,0.03,0.97
1,1,48,22,2.18,0.04,0.96
1,1,48,23,2.09,0.04,0.96
1,1,48,24,2,0.05,0.95
1,1,48,25,1.92,0.06,0.94
1,1,48,26,1.85,0.06,0.94
1,1,48,27,1.78,0.07,0.93
1,1,48,28,1.71,0.08,0.92
1,1,48,29,1.66,0.08,0.92
1,1,48,30,1.6,0.09,0.91
1,1,48,31,1.55,0.1,0.9
1,1,48,32,1.5,0.11,0.89
1,1,48,33,1.45,0.11,0.89
1,1,48,34,1.41,0.12,0.88
1,1,49,15,3.27,0.01,0.99
1,1,49,16,3.06,0.01,0.99
1,1,49,17,2.88,0.01,0.99
1,1,49,18,2.72,0.02,0.98
1,1,49,19,2.58,0.02,0.98
1,1,49,20,2.45,0.03,0.97
1,1,49,21,2.33,0.03,0.97
1,1,49,22,2.23,0.04,0.96
1,1,49,23,2.13,0.04,0.96
1,1,49,24,2.04,0.05,0.95
1,1,49,25,1.96,0.05,0.95
1,1,49,26,1.88,0.06,0.94
1,1,49,27,1.81,0.07,0.93
1,1,49,28,1.75,0.07,0.93
1,1,49,29,1.69,0.08,0.92
1,1,49,30,1.63,0.09,0.91
1,1,49,31,1.58,0.09,0.91
1,1,49,32,1.53,0.1,0.9
1,1,49,33,1.48,0.11,0.89
1,1,49,34,1.44,0.12,0.88
1,1,50,15,3.33,0.01,0.99
1,1,50,16,3.13,0.01,0.99
1,1,50,17,2.94,0.01,0.99
1,1,50,18,2.78,0.02,0.98
1,1,50,19,2.63,0.02,0.98
1,1,50,20,2.5,0.02,0.98
1,1,50,21,2.38,0.03,0.97
1,1,50,22,2.27,0.03,0.97
1,1,50,23,2.17,0.04,0.96
1,1,50,24,2.08,0.04,0.96
1,1,50,25,2,0.05,0.95
1,1,50,26,1.92,0.06,0.94
1,1,50,27,1.85,0.06,0.94
1,1,50,28,1.79,0.07,0.93
1,1,50,29,1.72,0.08,0.92
1,1,50,30,1.67,0.08,0.92
1,1,50,31,1.61,0.09,0.91
1,1,50,32,1.56,0.1,0.9
1,1,50,33,1.52,0.1,0.9
1,1,50,34,1.47,0.11,0.89
1,1,51,15,3.4,0.01,0.99
1,1,51,16,3.19,0.01,0.99
1,1,51,17,3,0.01,0.99
1,1,51,18,2.83,0.01,0.99
1,1,51,19,2.68,0.02,0.98
1,1,51,20,2.55,0.02,0.98
1,1,51,21,2.43,0.03,0.97
1,1,51,22,2.32,0.03,0.97
1,1,51,23,2.22,0.04,0.96
1,1,51,24,2.13,0.04,0.96
1,1,51,25,2.04,0.05,0.95
1,1,51,26,1.96,0.05,0.95
1,1,51,27,1.89,0.06,0.94
1,1,51,28,1.82,0.07,0.93
1,1,51,29,1.76,0.07,0.93
1,1,51,30,1.7,0.08,0.92
1,1,51,31,1.65,0.09,0.91
1,1,51,32,1.59,0.09,0.91
1,1,51,33,1.55,0.1,0.9
1,1,51,34,1.5,0.11,0.89
1,1,52,15,3.47,0.01,0.99
1,1,52,16,3.25,0.01,0.99
1,1,52,17,3.06,0.01,0.99
1,1,52,18,2.89,0.01,0.99
1,1,52,19,2.74,0.02,0.98
1,1,52,20,2.6,0.02,0.98
1,1,52,21,2.48,0.02,0.98
1,1,52,22,2.36,0.03,0.97
1,1,52,23,2.26,0.03,0.97
1,1,52,24,2.17,0.04,0.96
1,1,52,25,2.08,0.04,0.96
1,1,52,26,2,0.05,0.95
1,1,52,27,1.93,0.06,0.94
1,1,52,28,1.86,0.06,0.94
1,1,52,29,1.79,0.07,0.93
1,1,52,30,1.73,0.07,0.93
1,1,52,31,1.68,0.08,0.92
1,1,52,32,1.63,0.09,0.91
1,1,52,33,1.58,0.09,0.91
1,1,52,34,1.53,0.1,0.9
1,1,53,15,3.53,0.01,0.99
1,1,53,16,3.31,0.01,0.99
1,1,53,17,3.12,0.01,0.99
1,1,53,18,2.94,0.01,0.99
1,1,53,19,2.79,0.02,0.98
1,1,53,20,2.65,0.02,0.98
1,1,53,21,2.52,0.02,0.98
1,1,53,22,2.41,0.03,0.97
1,1,53,23,2.3,0.03,0.97
1,1,53,24,2.21,0.04,0.96
1,1,53,25,2.12,0.04,0.96
1,1,53,26,2.04,0.05,0.95
1,1,53,27,1.96,0.05,0.95
1,1,53,28,1.89,0.06,0.94
1,1,53,29,1.83,0.06,0.94
1,1,53,30,1.77,0.07,0.93
1,1,53,31,1.71,0.08,0.92
1,1,53,32,1.66,0.08,0.92
1,1,53,33,1.61,0.09,0.91
1,1,53,34,1.56,0.1,0.9
1,1,54,15,3.6,0,1
1,1,54,16,3.38,0.01,0.99
1,1,54,17,3.18,0.01,0.99
1,1,54,18,3,0.01,0.99
1,1,54,19,2.84,0.01,0.99
1,1,54,20,2.7,0.02,0.98
1,1,54,21,2.57,0.02,0.98
1,1,54,22,2.45,0.03,0.97
1,1,54,23,2.35,0.03,0.97
1,1,54,24,2.25,0.03,0.97
1,1,54,25,2.16,0.04,0.96
1,1,54,26,2.08,0.04,0.96
1,1,54,27,2,0.05,0.95
1,1,54,28,1.93,0.06,0.94
1,1,54,29,1.86,0.06,0.94
1,1,54,30,1.8,0.07,0.93
1,1,54,31,1.74,0.07,0.93
1,1,54,32,1.69,0.08,0.92
1,1,54,33,1.64,0.09,0.91
1,1,54,34,1.59,0.09,0.91
1,1,55,15,3.67,0,1
1,1,55,16,3.44,0.01,0.99
1,1,55,17,3.24,0.01,0.99
1,1,55,18,3.06,0.01,0.99
1,1,55,19,2.89,0.01,0.99
1,1,55,20,2.75,0.02,0.98
1,1,55,21,2.62,0.02,0.98
1,1,55,22,2.5,0.02,0.98
1,1,55,23,2.39,0.03,0.97
1,1,55,24,2.29,0.03,0.97
1,1,55,25,2.2,0.04,0.96
1,1,55,26,2.12,0.04,0.96
1,1,55,27,2.04,0.05,0.95
1,1,55,28,1.96,0.05,0.95
1,1,55,29,1.9,0.06,0.94
1,1,55,30,1.83,0.06,0.94
1,1,55,31,1.77,0.07,0.93
1,1,55,32,1.72,0.08,0.92
1,1,55,33,1.67,0.08,0.92
1,1,55,34,1.62,0.09,0.91
1,1,56,15,3.73,0,1
1,1,56,16,3.5,0.01,0.99
1,1,56,17,3.29,0.01,0.99
1,1,56,18,3.11,0.01,0.99
1,1,56,19,2.95,0.01,0.99
1,1,56,20,2.8,0.02,0.98
1,1,56,21,2.67,0.02,0.98
1,1,56,22,2.55,0.02,0.98
1,1,56,23,2.43,0.03,0.97
1,1,56,24,2.33,0.03,0.97
1,1,56,25,2.24,0.03,0.97
1,1,56,26,2.15,0.04,0.96
1,1,56,27,2.07,0.04,0.96
1,1,56,28,2,0.05,0.95
1,1,56,29,1.93,0.06,0.94
1,1,56,30,1.87,0.06,0.94
1,1,56,31,1.81,0.07,0.93
1,1,56,32,1.75,0.07,0.93
1,1,56,33,1.7,0.08,0.92
1,1,56,34,1.65,0.08,0.92
1,1,57,15,3.8,0,1
1,1,57,16,3.56,0,1
1,1,57,17,3.35,0.01,0.99
1,1,57,18,3.17,0.01,0.99
1,1,57,19,3,0.01,0.99
1,1,57,20,2.85,0.01,0.99
1,1,57,21,2.71,0.02,0.98
1,1,57,22,2.59,0.02,0.98
1,1,57,23,2.48,0.02,0.98
1,1,57,24,2.38,0.03,0.97
1,1,57,25,2.28,0.03,0.97
1,1,57,26,2.19,0.04,0.96
1,1,57,27,2.11,0.04,0.96
1,1,57,28,2.04,0.05,0.95
1,1,57,29,1.97,0.05,0.95
1,1,57,30,1.9,0.06,0.94
1,1,57,31,1.84,0.06,0.94
1,1,57,32,1.78,0.07,0.93
1,1,57,33,1.73,0.08,0.92
1,1,57,34,1.68,0.08,0.92
1,1,58,15,3.87,0,1
1,1,58,16,3.63,0,1
1,1,58,17,3.41,0.01,0.99
1,1,58,18,3.22,0.01,0.99
1,1,58,19,3.05,0.01,0.99
1,1,58,20,2.9,0.01,0.99
1,1,58,21,2.76,0.02,0.98
1,1,58,22,2.64,0.02,0.98
1,1,58,23,2.52,0.02,0.98
1,1,58,24,2.42,0.03,0.97
1,1,58,25,2.32,0.03,0.97
1,1,58,26,2.23,0.04,0.96
1,1,58,27,2.15,0.04,0.96
1,1,58,28,2.07,0.04,0.96
1,1,58,29,2,0.05,0.95
1,1,58,30,1.93,0.06,0.94
1,1,58,31,1.87,0.06,0.94
1,1,58,32,1.81,0.07,0.93
1,1,58,33,1.76,0.07,0.93
1,1,58,34,1.71,0.08,0.92
1,1,59,15,3.93,0,1
1,1,59,16,3.69,0,1
1,1,59,17,3.47,0.01,0.99
1,1,59,18,3.28,0.01,0.99
1,1,59,19,3.11,0.01,0.99
1,1,59,20,2.95,0.01,0.99
1,1,59,21,2.81,0.01,0.99
1,1,59,22,2.68,0.02,0.98
1,1,59,23,2.57,0.02,0.98
1,1,59,24,2.46,0.03,0.97
1,1,59,25,2.36,0.03,0.97
1,1,59,26,2.27,0.03,0.97
1,1,59,27,2.19,0.04,0.96
1,1,59,28,2.11,0.04,0.96
1,1,59,29,2.03,0.05,0.95
1,1,59,30,1.97,0.05,0.95
1,1,59,31,1.9,0.06,0.94
1,1,59,32,1.84,0.06,0.94
1,1,59,33,1.79,0.07,0.93
1,1,59,34,1.74,0.07,0.93
1,1,60,15,4,0,1
1,1,60,16,3.75,0,1
1,1,60,17,3.53,0.01,0.99
1,1,60,18,3.33,0.01,0.99
1,1,60,19,3.16,0.01,0.99
1,1,60,20,3,0.01,0.99
1,1,60,21,2.86,0.01,0.99
1,1,60,22,2.73,0.02,0.98
1,1,60,23,2.61,0.02,0.98
1,1,60,24,2.5,0.02,0.98
1,1,60,25,2.4,0.03,0.97
1,1,60,26,2.31,0.03,0.97
1,1,60,27,2.22,0.04,0.96
1,1,60,28,2.14,0.04,0.96
1,1,60,29,2.07,0.05,0.95
1,1,60,30,2,0.05,0.95
1,1,60,31,1.94,0.06,0.94
1,1,60,32,1.88,0.06,0.94
1,1,60,33,1.82,0.07,0.93
1,1,60,34,1.76,0.07,0.93
1,1,61,15,4.07,0,1
1,1,61,16,3.81,0,1
1,1,61,17,3.59,0,1
1,1,61,18,3.39,0.01,0.99
1,1,61,19,3.21,0.01,0.99
1,1,61,20,3.05,0.01,0.99
1,1,61,21,2.9,0.01,0.99
1,1,61,22,2.77,0.02,0.98
1,1,61,23,2.65,0.02,0.98
1,1,61,24,2.54,0.02,0.98
1,1,61,25,2.44,0.03,0.97
1,1,61,26,2.35,0.03,0.97
1,1,61,27,2.26,0.03,0.97
1,1,61,28,2.18,0.04,0.96
1,1,61,29,2.1,0.04,0.96
1,1,61,30,2.03,0.05,0.95
1,1,61,31,1.97,0.05,0.95
1,1,61,32,1.91,0.06,0.94
1,1,61,33,1.85,0.06,0.94
1,1,61,34,1.79,0.07,0.93
1,1,62,15,4.13,0,1
1,1,62,16,3.88,0,1
1,1,62,17,3.65,0,1
1,1,62,18,3.44,0.01,0.99
1,1,62,19,3.26,0.01,0.99
1,1,62,20,3.1,0.01,0.99
1,1,62,21,2.95,0.01,0.99
1,1,62,22,2.82,0.01,0.99
1,1,62,23,2.7,0.02,0.98
1,1,62,24,2.58,0.02,0.98
1,1,62,25,2.48,0.02,0.98
1,1,62,26,2.38,0.03,0.97
1,1,62,27,2.3,0.03,0.97
1,1,62,28,2.21,0.04,0.96
1,1,62,29,2.14,0.04,0.96
1,1,62,30,2.07,0.05,0.95
1,1,62,31,2,0.05,0.95
1,1,62,32,1.94,0.05,0.95
1,1,62,33,1.88,0.06,0.94
1,1,62,34,1.82,0.07,0.93
1,1,63,15,4.2,0,1
1,1,63,16,3.94,0,1
1,1,63,17,3.71,0,1
1,1,63,18,3.5,0.01,0.99
1,1,63,19,3.32,0.01,0.99
1,1,63,20,3.15,0.01,0.99
1,1,63,21,3,0.01,0.99
1,1,63,22,2.86,0.01,0.99
1,1,63,23,2.74,0.02,0.98
1,1,63,24,2.63,0.02,0.98
1,1,63,25,2.52,0.02,0.98
1,1,63,26,2.42,0.03,0.97
1,1,63,27,2.33,0.03,0.97
1,1,63,28,2.25,0.03,0.97
1,1,63,29,2.17,0.04,0.96
1,1,63,30,2.1,0.04,0.96
1,1,63,31,2.03,0.05,0.95
1,1,63,32,1.97,0.05,0.95
1,1,63,33,1.91,0.06,0.94
1,1,63,34,1.85,0.06,0.94
1,1,64,15,4.27,0,1
1,1,64,16,4,0,1
1,1,64,17,3.76,0,1
1,1,64,18,3.56,0,1
1,1,64,19,3.37,0.01,0.99
1,1,64,20,3.2,0.01,0.99
1,1,64,21,3.05,0.01,0.99
1,1,64,22,2.91,0.01,0.99
1,1,64,23,2.78,0.02,0.98
1,1,64,24,2.67,0.02,0.98
1,1,64,25,2.56,0.02,0.98
1,1,64,26,2.46,0.03,0.97
1,1,64,27,2.37,0.03,0.97
1,1,64,28,2.29,0.03,0.97
1,1,64,29,2.21,0.04,0.96
1,1,64,30,2.13,0.04,0.96
1,1,64,31,2.06,0.05,0.95
1,1,64,32,2,0.05,0.95
1,1,64,33,1.94,0.05,0.95
1,1,64,34,1.88,0.06,0.94
1,1,65,15,4.33,0,1
1,1,65,16,4.06,0,1
1,1,65,17,3.82,0,1
1,1,65,18,3.61,0,1
1,1,65,19,3.42,0.01,0.99
1,1,65,20,3.25,0.01,0.99
1,1,65,21,3.1,0.01,0.99
1,1,65,22,2.95,0.01,0.99
1,1,65,23,2.83,0.01,0.99
1,1,65,24,2.71,0.02,0.98
1,1,65,25,2.6,0.02,0.98
1,1,65,26,2.5,0.02,0.98
1,1,65,27,2.41,0.03,0.97
1,1,65,28,2.32,0.03,0.97
1,1,65,29,2.24,0.03,0.97
1,1,65,30,2.17,0.04,0.96
1,1,65,31,2.1,0.04,0.96
1,1,65,32,2.03,0.05,0.95
1,1,65,33,1.97,0.05,0.95
1,1,65,34,1.91,0.06,0.94
1,1,66,15,4.4,0,1
1,1,66,16,4.13,0,1
1,1,66,17,3.88,0,1
1,1,66,18,3.67,0,1
1,1,66,19,3.47,0.01,0.99
1,1,66,20,3.3,0.01,0.99
1,1,66,21,3.14,0.01,0.99
1,1,66,22,3,0.01,0.99
1,1,66,23,2.87,0.01,0.99
1,1,66,24,2.75,0.02,0.98
1,1,66,25,2.64,0.02,0.98
1,1,66,26,2.54,0.02,0.98
1,1,66,27,2.44,0.03,0.97
1,1,66,28,2.36,0.03,0.97
1,1,66,29,2.28,0.03,0.97
1,1,66,30,2.2,0.04,0.96
1,1,66,31,2.13,0.04,0.96
1,1,66,32,2.06,0.05,0.95
1,1,66,33,2,0.05,0.95
1,1,66,34,1.94,0.05,0.95
1,1,67,15,4.47,0,1
1,1,67,16,4.19,0,1
1,1,67,17,3.94,0,1
1,1,67,18,3.72,0,1
1,1,67,19,3.53,0.01,0.99
1,1,67,20,3.35,0.01,0.99
1,1,67,21,3.19,0.01,0.99
1,1,67,22,3.05,0.01,0.99
1,1,67,23,2.91,0.01,0.99
1,1,67,24,2.79,0.02,0.98
1,1,67,25,2.68,0.02,0.98
1,1,67,26,2.58,0.02,0.98
1,1,67,27,2.48,0.02,0.98
1,1,67,28,2.39,0.03,0.97
1,1,67,29,2.31,0.03,0.97
1,1,67,30,2.23,0.04,0.96
1,1,67,31,2.16,0.04,0.96
1,1,67,32,2.09,0.04,0.96
1,1,67,33,2.03,0.05,0.95
1,1,67,34,1.97,0.05,0.95
1,1,68,15,4.53,0,1
1,1,68,16,4.25,0,1
1,1,68,17,4,0,1
1,1,68,18,3.78,0,1
1,1,68,19,3.58,0,1
1,1,68,20,3.4,0.01,0.99
1,1,68,21,3.24,0.01,0.99
1,1,68,22,3.09,0.01,0.99
1,1,68,23,2.96,0.01,0.99
1,1,68,24,2.83,0.01,0.99
1,1,68,25,2.72,0.02,0.98
1,1,68,26,2.62,0.02,0.98
1,1,68,27,2.52,0.02,0.98
1,1,68,28,2.43,0.03,0.97
1,1,68,29,2.34,0.03,0.97
1,1,68,30,2.27,0.03,0.97
1,1,68,31,2.19,0.04,0.96
1,1,68,32,2.13,0.04,0.96
1,1,68,33,2.06,0.05,0.95
1,1,68,34,2,0.05,0.95
1,1,69,15,4.6,0,1
1,1,69,16,4.31,0,1
1,1,69,17,4.06,0,1
1,1,69,18,3.83,0,1
1,1,69,19,3.63,0,1
1,1,69,20,3.45,0.01,0.99
1,1,69,21,3.29,0.01,0.99
1,1,69,22,3.14,0.01,0.99
1,1,69,23,3,0.01,0.99
1,1,69,24,2.88,0.01,0.99
1,1,69,25,2.76,0.02,0.98
1,1,69,26,2.65,0.02,0.98
1,1,69,27,2.56,0.02,0.98
1,1,69,28,2.46,0.02,0.98
1,1,69,29,2.38,0.03,0.97
1,1,69,30,2.3,0.03,0.97
1,1,69,31,2.23,0.04,0.96
1,1,69,32,2.16,0.04,0.96
1,1,69,33,2.09,0.04,0.96
1,1,69,34,2.03,0.05,0.95
1,1,70,15,4.67,0,1
1,1,70,16,4.38,0,1
1,1,70,17,4.12,0,1
1,1,70,18,3.89,0,1
1,1,70,19,3.68,0,1
1,1,70,20,3.5,0.01,0.99
1,1,70,21,3.33,0.01,0.99
1,1,70,22,3.18,0.01,0.99
1,1,70,23,3.04,0.01,0.99
1,1,70,24,2.92,0.01,0.99
1,1,70,25,2.8,0.02,0.98
1,1,70,26,2.69,0.02,0.98
1,1,70,27,2.59,0.02,0.98
1,1,70,28,2.5,0.02,0.98
1,1,70,29,2.41,0.03,0.97
1,1,70,30,2.33,0.03,0.97
1,1,70,31,2.26,0.03,0.97
1,1,70,32,2.19,0.04,0.96
1,1,70,33,2.12,0.04,0.96
1,1,70,34,2.06,0.05,0.95
1,1,71,15,4.73,0,1
1,1,71,16,4.44,0,1
1,1,71,17,4.18,0,1
1,1,71,18,3.94,0,1
1,1,71,19,3.74,0,1
1,1,71,20,3.55,0,1
1,1,71,21,3.38,0.01,0.99
