d,v,delta_crash,a
70,29,2.41,1
70,30,2.33,1
70,31,2.26,1
70,32,2.19,1
70,33,2.12,1
70,34,2.06,1
71,15,4.73,1
71,16,4.44,1
71,17,4.18,1
71,18,3.94,1
71,19,3.74,1
71,20,3.55,1
71,21,3.38,1
71,22,3.23,1
71,23,3.09,1
71,24,2.96,1
71,25,2.84,1
71,26,2.73,1
71,27,2.63,1
71,28,2.54,1
71,29,2.45,1
71,30,2.37,1
71,31,2.29,1
71,32,2.22,1
71,33,2.15,1
71,34,2.09,1
72,15,4.8,1
72,16,4.5,1
72,17,4.24,1
72,18,4,1
72,19,3.79,1
72,20,3.6,1
72,21,3.43,1
72,22,3.27,1
72,23,3.13,1
72,24,3,1
72,25,2.88,1
72,26,2.77,1
72,27,2.67,1
72,28,2.57,1
72,29,2.48,1
72,30,2.4,1
72,31,2.32,1
72,32,2.25,1
72,33,2.18,1
72,34,2.12,1
73,15,4.87,1
73,16,4.56,1
73,17,4.29,1
73,18,4.06,1
73,19,3.84,1
73,20,3.65,1
73,21,3.48,1
73,22,3.32,1
73,23,3.17,1
73,24,3.04,1
73,25,2.92,1
73,26,2.81,1
73,27,2.7,1
73,28,2.61,1
73,29,2.52,1
73,30,2.43,1
73,31,2.35,1
73,32,2.28,1
73,33,2.21,1
73,34,2.15,1
74,15,4.93,1
74,16,4.63,1
74,17,4.35,1
74,18,4.11,1
74,19,3.89,1
74,20,3.7,1
74,21,3.52,1
74,22,3.36,1
74,23,3.22,1
74,24,3.08,1
74,25,2.96,1
74,26,2.85,1
74,27,2.74,1
74,28,2.64,1
74,29,2.55,1
74,30,2.47,1
74,31,2.39,1
74,32,2.31,1
74,33,2.24,1
74,34,2.18,1
75,15,5,1
75,16,4.69,1
75,17,4.41,1
75,18,4.17,1
75,19,3.95,1
75,20,3.75,1
75,21,3.57,1
75,22,3.41,1
75,23,3.26,1
75,24,3.13,1
75,25,3,1
75,26,2.88,1
75,27,2.78,1
75,28,2.68,1
75,29,2.59,1
75,30,2.5,1
75,31,2.42,1
75,32,2.34,1
75,33,2.27,1
75,34,2.21,1
76,15,5.07,1
76,16,4.75,1
76,17,4.47,1
76,18,4.22,1
76,19,4,1
76,20,3.8,1
76,21,3.62,1
76,22,3.45,1
76,23,3.3,1
76,24,3.17,1
76,25,3.04,1
76,26,2.92,1
76,27,2.81,1
76,28,2.71,1
76,29,2.62,1
76,30,2.53,1
76,31,2.45,1
76,32,2.38,1
76,33,2.3,1
76,34,2.24,1
77,15,5.13,1
77,16,4.81,1
77,17,4.53,1
77,18,4.28,1
77,19,4.05,1
77,20,3.85,1
77,21,3.67,1
77,22,3.5,1
77,23,3.35,1
77,24,3.21,1
77,25,3.08,1
77,26,2.96,1
77,27,2.85,1
77,28,2.75,1
77,29,2.66,1
77,30,2.57,1
77,31,2.48,1
77,32,2.41,1
77,33,2.33,1
77,34,2.26,1
78,15,5.2,1
78,16,4.88,1
78,17,4.59,1
78,18,4.33,1
78,19,4.11,1
78,20,3.9,1
78,21,3.71,1
78,22,3.55,1
78,23,3.39,1
78,24,3.25,1
78,25,3.12,1
78,26,3,1
78,27,2.89,1
78,28,2.79,1
78,29,2.69,1
78,30,2.6,1
78,31,2.52,1
78,32,2.44,1
78,33,2.36,1
78,34,2.29,1
79,15,5.27,1
79,16,4.94,1
79,17,4.65,1
79,18,4.39,1
79,19,4.16,1
79,20,3.95,1
79,21,3.76,1
79,22,3.59,1
79,23,3.43,1
79,24,3.29,1
79,25,3.16,1
79,26,3.04,1
79,27,2.93,1
79,28,2.82,1
79,29,2.72,1
79,30,2.63,1
79,31,2.55,1
79,32,2.47,1
79,33,2.39,1
79,34,2.32,1
80,15,5.33,1
80,16,5,1
80,17,4.71,1
80,18,4.44,1
80,19,4.21,1
80,20,4,1
80,21,3.81,1
80,22,3.64,1
80,23,3.48,1
80,24,3.33,1
80,25,3.2,1
80,26,3.08,1
80,27,2.96,1
80,28,2.86,1
80,29,2.76,1
80,30,2.67,1
80,31,2.58,1
80,32,2.5,1
80,33,2.42,1
80,34,2.35,1
