t_end,type,v,crashed,lane,x_t_1,x_t_2,x_t_3,y_t_1,y_t_2,y_t_3,y_t_4,y_t_5,y_t_6,y_t_7
1,1,24,0,1,0,0,0,0,0,0,0,0,0,0
7,2,27,0,1,0.20131,25.826,-1.0525,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
13,2,27,0,2,-0.1133,28.288,1.1594,-0.00043017,0.010197,-0.09934,0.49737,-1.1759,0.12264,5.5471
14,1,27,0,1,0,0,0,0,0,0,0,0,0,0
18,2,27,0,1,-0.21242,29.232,-0.60997,-0.014481,0.17965,-0.81529,1.5424,-0.90426,0.87485,1.8519
