type_driver,property,probability
1,P=? [F crashed],0.2251613691
1,P=? [F ((crashed | (x = 500)) | (t = 30))],1.0
1,P=? [F ((x = 500) & (t < 16)) || F (x = 500)],0.0
1,P=? [F ((x = 500) & (t < 17)) || F (x = 500)],0.0
1,P=? [F ((x = 500) & (t < 18)) || F (x = 500)],7.146204489e-07
1,P=? [F ((x = 500) & (t < 19)) || F (x = 500)],0.6840525972
1,P=? [F ((x = 500) & (t < 20)) || F (x = 500)],0.7736532163
1,P=? [F ((x = 500) & (t < 21)) || F (x = 500)],0.7937256848
1,P=? [F ((x = 500) & (t < 22)) || F (x = 500)],0.9177566707
1,P=? [F ((x = 500) & (t < 23)) || F (x = 500)],0.9777713141
1,P=? [F ((x = 500) & (t < 24)) || F (x = 500)],0.9957639123
1,P=? [F ((x = 500) & (t < 25)) || F (x = 500)],1.0
1,P=? [F ((x = 500) & (t < 26)) || F (x = 500)],1.0
1,P=? [F ((x = 500) & (t < 27)) || F (x = 500)],1.0
1,P=? [F ((x = 500) & (t < 28)) || F (x = 500)],1.0
2,P=? [F crashed],0.08186378614
2,P=? [F ((crashed | (x = 500)) | (t = 30))],1.0
2,P=? [F ((x = 500) & (t < 16)) || F (x = 500)],0.0
2,P=? [F ((x = 500) & (t < 17)) || F (x = 500)],0.0
2,P=? [F ((x = 500) & (t < 18)) || F (x = 500)],0.0002055025291
2,P=? [F ((x = 500) & (t < 19)) || F (x = 500)],0.2714965787
2,P=? [F ((x = 500) & (t < 20)) || F (x = 500)],0.5115618371
2,P=? [F ((x = 500) & (t < 21)) || F (x = 500)],0.6250933212
2,P=? [F ((x = 500) & (t < 22)) || F (x = 500)],0.7197079517
2,P=? [F ((x = 500) & (t < 23)) || F (x = 500)],0.8359071447
2,P=? [F ((x = 500) & (t < 24)) || F (x = 500)],0.9356095606
2,P=? [F ((x = 500) & (t < 25)) || F (x = 500)],1.0
2,P=? [F ((x = 500) & (t < 26)) || F (x = 500)],1.0
2,P=? [F ((x = 500) & (t < 27)) || F (x = 500)],1.0
2,P=? [F ((x = 500) & (t < 28)) || F (x = 500)],1.0
3,P=? [F crashed],0.02843943075
3,P=? [F ((crashed | (x = 500)) | (t = 30))],1.0
3,P=? [F ((x = 500) & (t < 16)) || F (x = 500)],0.0
3,P=? [F ((x = 500) & (t < 17)) || F (x = 500)],0.0
3,P=? [F ((x = 500) & (t < 18)) || F (x = 500)],0.005130985769
3,P=? [F ((x = 500) & (t < 19)) || F (x = 500)],0.1294964302
3,P=? [F ((x = 500) & (t < 20)) || F (x = 500)],0.5460850213
3,P=? [F ((x = 500) & (t < 21)) || F (x = 500)],0.6339933157
3,P=? [F ((x = 500) & (t < 22)) || F (x = 500)],0.7297114137
3,P=? [F ((x = 500) & (t < 23)) || F (x = 500)],0.8340341933
3,P=? [F ((x = 500) & (t < 24)) || F (x = 500)],0.9368544784
3,P=? [F ((x = 500) & (t < 25)) || F (x = 500)],1.0
3,P=? [F ((x = 500) & (t < 26)) || F (x = 500)],1.0
3,P=? [F ((x = 500) & (t < 27)) || F (x = 500)],1.0
3,P=? [F ((x = 500) & (t < 28)) || F (x = 500)],1.0
