type_driver,property,probability
1,P=? [ F crashed ],0.014926700517300003
1,P=? [ F crashed | (x=length) | (t=max_time)],1.0
1,P=? [ F crashed | (x=length & t < 21) ],0.014938421221916931
1,P=? [ F crashed | (x=length & t < 24) ],0.6874647210982915
1,P=? [ F crashed | (x=length & t < 27) ],0.9988837263306876
1,P=? [ F crashed | (x=length & t < 30) ],1.0
2,P=? [ F crashed ],0.0009205346304000001
2,P=? [ F crashed | (x=length) | (t=max_time)],1.0
2,P=? [ F crashed | (x=length & t < 21) ],0.004365151438612966
2,P=? [ F crashed | (x=length & t < 24) ],0.37942021916466906
2,P=? [ F crashed | (x=length & t < 27) ],0.9641250298159418
2,P=? [ F crashed | (x=length & t < 30) ],1.0
3,P=? [ F crashed ],6.899239199999998e-05
3,P=? [ F crashed | (x=length) | (t=max_time)],1.0
3,P=? [ F crashed | (x=length & t < 21) ],0.0998839480249934
3,P=? [ F crashed | (x=length & t < 24) ],0.24051126956302166
3,P=? [ F crashed | (x=length & t < 27) ],0.8136288437691428
3,P=? [ F crashed | (x=length & t < 30) ],1.0
