type_driver,property,probability
1,P=? [F crashed],0.54535776
1,P=? [F ((crashed | (x = 500)) | (t = 30))],1.0
1,P=? [F ((x = 500) & (t < 16))],0.0
1,P=? [F ((x = 500) & (t < 17))],0.0
1,P=? [F ((x = 500) & (t < 18))],0.0
1,P=? [F ((x = 500) & (t < 19))],0.0
1,P=? [F ((x = 500) & (t < 20))],0.1144
1,P=? [F ((x = 500) & (t < 21))],0.3039376
1,P=? [F ((x = 500) & (t < 22))],0.45464224
1,P=? [F ((x = 500) & (t < 23))],0.45464224
1,P=? [F ((x = 500) & (t < 24))],0.45464224
1,P=? [F ((x = 500) & (t < 25))],0.45464224
1,P=? [F ((x = 500) & (t < 26))],0.45464224
1,P=? [F ((x = 500) & (t < 27))],0.45464224
1,P=? [F ((x = 500) & (t < 28))],0.45464224
2,P=? [F crashed],0.2863826748
2,P=? [F ((crashed | (x = 500)) | (t = 30))],1.0
2,P=? [F ((x = 500) & (t < 16))],0.0
2,P=? [F ((x = 500) & (t < 17))],0.0
2,P=? [F ((x = 500) & (t < 18))],0.0
2,P=? [F ((x = 500) & (t < 19))],0.0
2,P=? [F ((x = 500) & (t < 20))],0.1885
2,P=? [F ((x = 500) & (t < 21))],0.5559024
2,P=? [F ((x = 500) & (t < 22))],0.7136173252
2,P=? [F ((x = 500) & (t < 23))],0.7136173252
2,P=? [F ((x = 500) & (t < 24))],0.7136173252
2,P=? [F ((x = 500) & (t < 25))],0.7136173252
2,P=? [F ((x = 500) & (t < 26))],0.7136173252
2,P=? [F ((x = 500) & (t < 27))],0.7136173252
2,P=? [F ((x = 500) & (t < 28))],0.7136173252
3,P=? [F crashed],0.1506290688
3,P=? [F ((crashed | (x = 500)) | (t = 30))],1.0
3,P=? [F ((x = 500) & (t < 16))],0.0
3,P=? [F ((x = 500) & (t < 17))],0.0
3,P=? [F ((x = 500) & (t < 18))],0.0
3,P=? [F ((x = 500) & (t < 19))],0.0
3,P=? [F ((x = 500) & (t < 20))],0.1364
3,P=? [F ((x = 500) & (t < 21))],0.67005496
3,P=? [F ((x = 500) & (t < 22))],0.8493709312
3,P=? [F ((x = 500) & (t < 23))],0.8493709312
3,P=? [F ((x = 500) & (t < 24))],0.8493709312
3,P=? [F ((x = 500) & (t < 25))],0.8493709312
3,P=? [F ((x = 500) & (t < 26))],0.8493709312
3,P=? [F ((x = 500) & (t < 27))],0.8493709312
3,P=? [F ((x = 500) & (t < 28))],0.8493709312
