type_driver,property,probability
1,P=? [F crashed],0.1359059087
1,P=? [F ((crashed | (x = 500)) | (t = 30))],1.0
1,P=? [F ((x = 500) & (t < 16))],0.0
1,P=? [F ((x = 500) & (t < 17))],0.0
1,P=? [F ((x = 500) & (t < 18))],0.0
1,P=? [F ((x = 500) & (t < 19))],0.0
1,P=? [F ((x = 500) & (t < 20))],0.0
1,P=? [F ((x = 500) & (t < 21))],0.07665820243
1,P=? [F ((x = 500) & (t < 22))],0.6458799957
1,P=? [F ((x = 500) & (t < 23))],0.7328219585
1,P=? [F ((x = 500) & (t < 24))],0.7328219585
1,P=? [F ((x = 500) & (t < 25))],0.7328219585
1,P=? [F ((x = 500) & (t < 26))],0.8396175157
1,P=? [F ((x = 500) & (t < 27))],0.8640940913
1,P=? [F ((x = 500) & (t < 28))],0.8640940913
2,P=? [F crashed],0.009489710348
2,P=? [F ((crashed | (x = 500)) | (t = 30))],1.0
2,P=? [F ((x = 500) & (t < 16))],0.0
2,P=? [F ((x = 500) & (t < 17))],0.0
2,P=? [F ((x = 500) & (t < 18))],0.0
2,P=? [F ((x = 500) & (t < 19))],0.0
2,P=? [F ((x = 500) & (t < 20))],0.0
2,P=? [F ((x = 500) & (t < 21))],0.4245646264
2,P=? [F ((x = 500) & (t < 22))],0.8168963476
2,P=? [F ((x = 500) & (t < 23))],0.8273386935
2,P=? [F ((x = 500) & (t < 24))],0.8273386935
2,P=? [F ((x = 500) & (t < 25))],0.8273386935
2,P=? [F ((x = 500) & (t < 26))],0.9683982752
2,P=? [F ((x = 500) & (t < 27))],0.9905102897
2,P=? [F ((x = 500) & (t < 28))],0.9905102897
3,P=? [F crashed],0.000617184658
3,P=? [F ((crashed | (x = 500)) | (t = 30))],1.0
3,P=? [F ((x = 500) & (t < 16))],0.0
3,P=? [F ((x = 500) & (t < 17))],0.0
3,P=? [F ((x = 500) & (t < 18))],0.0
3,P=? [F ((x = 500) & (t < 19))],0.0
3,P=? [F ((x = 500) & (t < 20))],0.0
3,P=? [F ((x = 500) & (t < 21))],0.7812660625
3,P=? [F ((x = 500) & (t < 22))],0.9450282785
3,P=? [F ((x = 500) & (t < 23))],0.9456543093
3,P=? [F ((x = 500) & (t < 24))],0.9456543093
3,P=? [F ((x = 500) & (t < 25))],0.9456543093
3,P=? [F ((x = 500) & (t < 26))],0.9954702818
3,P=? [F ((x = 500) & (t < 27))],0.9993828153
3,P=? [F ((x = 500) & (t < 28))],0.9993828153
