type,lane,d,v,delta_crash,P_lC,P_nlC
3,1,21,15,1.4,0.04,0.96
3,1,21,16,1.31,0.04,0.96
3,1,21,17,1.24,0.03,0.97
3,1,21,18,1.17,0.03,0.97
3,1,21,19,1.11,0.02,0.98
3,1,21,20,1.05,0.02,0.98
3,1,21,21,1,0.02,0.98
3,1,21,22,0.95,0.02,0.98
3,1,21,23,0.91,0.01,0.99
3,1,21,24,0.88,0.01,0.99
3,1,21,25,0.84,0.01,0.99
3,1,21,26,0.81,0.01,0.99
3,1,21,27,0.78,0.01,0.99
3,1,21,28,0.75,0.01,0.99
3,1,21,29,0.72,0.01,0.99
3,1,21,30,0.7,0.01,0.99
3,1,21,31,0.68,0.01,0.99
3,1,21,32,0.66,0.01,0.99
3,1,21,33,0.64,0.01,0.99
3,1,21,34,0.62,0.01,0.99
3,1,22,15,1.47,0.05,0.95
3,1,22,16,1.38,0.04,0.96
3,1,22,17,1.29,0.04,0.96
3,1,22,18,1.22,0.03,0.97
3,1,22,19,1.16,0.03,0.97
3,1,22,20,1.1,0.02,0.98
3,1,22,21,1.05,0.02,0.98
3,1,22,22,1,0.02,0.98
3,1,22,23,0.96,0.02,0.98
3,1,22,24,0.92,0.01,0.99
3,1,22,25,0.88,0.01,0.99
3,1,22,26,0.85,0.01,0.99
3,1,22,27,0.81,0.01,0.99
3,1,22,28,0.79,0.01,0.99
3,1,22,29,0.76,0.01,0.99
3,1,22,30,0.73,0.01,0.99
3,1,22,31,0.71,0.01,0.99
3,1,22,32,0.69,0.01,0.99
3,1,22,33,0.67,0.01,0.99
3,1,22,34,0.65,0.01,0.99
3,1,23,15,1.53,0.06,0.94
3,1,23,16,1.44,0.05,0.95
3,1,23,17,1.35,0.04,0.96
3,1,23,18,1.28,0.03,0.97
3,1,23,19,1.21,0.03,0.97
3,1,23,20,1.15,0.03,0.97
3,1,23,21,1.1,0.02,0.98
3,1,23,22,1.05,0.02,0.98
3,1,23,23,1,0.02,0.98
3,1,23,24,0.96,0.02,0.98
3,1,23,25,0.92,0.01,0.99
3,1,23,26,0.88,0.01,0.99
3,1,23,27,0.85,0.01,0.99
3,1,23,28,0.82,0.01,0.99
3,1,23,29,0.79,0.01,0.99
3,1,23,30,0.77,0.01,0.99
3,1,23,31,0.74,0.01,0.99
3,1,23,32,0.72,0.01,0.99
3,1,23,33,0.7,0.01,0.99
3,1,23,34,0.68,0.01,0.99
3,1,24,15,1.6,0.07,0.93
3,1,24,16,1.5,0.05,0.95
3,1,24,17,1.41,0.05,0.95
3,1,24,18,1.33,0.04,0.96
3,1,24,19,1.26,0.03,0.97
3,1,24,20,1.2,0.03,0.97
3,1,24,21,1.14,0.02,0.98
3,1,24,22,1.09,0.02,0.98
3,1,24,23,1.04,0.02,0.98
3,1,24,24,1,0.02,0.98
3,1,24,25,0.96,0.02,0.98
3,1,24,26,0.92,0.01,0.99
3,1,24,27,0.89,0.01,0.99
3,1,24,28,0.86,0.01,0.99
3,1,24,29,0.83,0.01,0.99
3,1,24,30,0.8,0.01,0.99
3,1,24,31,0.77,0.01,0.99
3,1,24,32,0.75,0.01,0.99
3,1,24,33,0.73,0.01,0.99
3,1,24,34,0.71,0.01,0.99
3,1,25,15,1.67,0.07,0.93
3,1,25,16,1.56,0.06,0.94
3,1,25,17,1.47,0.05,0.95
3,1,25,18,1.39,0.04,0.96
3,1,25,19,1.32,0.04,0.96
3,1,25,20,1.25,0.03,0.97
3,1,25,21,1.19,0.03,0.97
3,1,25,22,1.14,0.02,0.98
3,1,25,23,1.09,0.02,0.98
3,1,25,24,1.04,0.02,0.98
3,1,25,25,1,0.02,0.98
3,1,25,26,0.96,0.02,0.98
3,1,25,27,0.93,0.01,0.99
3,1,25,28,0.89,0.01,0.99
3,1,25,29,0.86,0.01,0.99
3,1,25,30,0.83,0.01,0.99
3,1,25,31,0.81,0.01,0.99
3,1,25,32,0.78,0.01,0.99
3,1,25,33,0.76,0.01,0.99
3,1,25,34,0.74,0.01,0.99
3,1,26,15,1.73,0.08,0.92
3,1,26,16,1.63,0.07,0.93
3,1,26,17,1.53,0.06,0.94
3,1,26,18,1.44,0.05,0.95
3,1,26,19,1.37,0.04,0.96
3,1,26,20,1.3,0.04,0.96
3,1,26,21,1.24,0.03,0.97
3,1,26,22,1.18,0.03,0.97
3,1,26,23,1.13,0.02,0.98
3,1,26,24,1.08,0.02,0.98
3,1,26,25,1.04,0.02,0.98
3,1,26,26,1,0.02,0.98
3,1,26,27,0.96,0.02,0.98
3,1,26,28,0.93,0.01,0.99
3,1,26,29,0.9,0.01,0.99
3,1,26,30,0.87,0.01,0.99
3,1,26,31,0.84,0.01,0.99
3,1,26,32,0.81,0.01,0.99
3,1,26,33,0.79,0.01,0.99
3,1,26,34,0.76,0.01,0.99
3,1,27,15,1.8,0.09,0.91
3,1,27,16,1.69,0.08,0.92
3,1,27,17,1.59,0.06,0.94
3,1,27,18,1.5,0.05,0.95
3,1,27,19,1.42,0.05,0.95
3,1,27,20,1.35,0.04,0.96
3,1,27,21,1.29,0.03,0.97
3,1,27,22,1.23,0.03,0.97
3,1,27,23,1.17,0.03,0.97
3,1,27,24,1.13,0.02,0.98
3,1,27,25,1.08,0.02,0.98
3,1,27,26,1.04,0.02,0.98
3,1,27,27,1,0.02,0.98
3,1,27,28,0.96,0.02,0.98
3,1,27,29,0.93,0.01,0.99
3,1,27,30,0.9,0.01,0.99
3,1,27,31,0.87,0.01,0.99
3,1,27,32,0.84,0.01,0.99
3,1,27,33,0.82,0.01,0.99
3,1,27,34,0.79,0.01,0.99
3,1,28,15,1.87,0.11,0.89
3,1,28,16,1.75,0.09,0.91
3,1,28,17,1.65,0.07,0.93
3,1,28,18,1.56,0.06,0.94
3,1,28,19,1.47,0.05,0.95
3,1,28,20,1.4,0.04,0.96
3,1,28,21,1.33,0.04,0.96
3,1,28,22,1.27,0.03,0.97
3,1,28,23,1.22,0.03,0.97
3,1,28,24,1.17,0.03,0.97
3,1,28,25,1.12,0.02,0.98
3,1,28,26,1.08,0.02,0.98
3,1,28,27,1.04,0.02,0.98
3,1,28,28,1,0.02,0.98
3,1,28,29,0.97,0.02,0.98
3,1,28,30,0.93,0.01,0.99
3,1,28,31,0.9,0.01,0.99
3,1,28,32,0.88,0.01,0.99
3,1,28,33,0.85,0.01,0.99
3,1,28,34,0.82,0.01,0.99
3,1,29,15,1.93,0.12,0.88
3,1,29,16,1.81,0.1,0.9
3,1,29,17,1.71,0.08,0.92
3,1,29,18,1.61,0.07,0.93
3,1,29,19,1.53,0.06,0.94
3,1,29,20,1.45,0.05,0.95
3,1,29,21,1.38,0.04,0.96
3,1,29,22,1.32,0.04,0.96
3,1,29,23,1.26,0.03,0.97
3,1,29,24,1.21,0.03,0.97
3,1,29,25,1.16,0.03,0.97
3,1,29,26,1.12,0.02,0.98
3,1,29,27,1.07,0.02,0.98
3,1,29,28,1.04,0.02,0.98
3,1,29,29,1,0.02,0.98
3,1,29,30,0.97,0.02,0.98
3,1,29,31,0.94,0.01,0.99
3,1,29,32,0.91,0.01,0.99
3,1,29,33,0.88,0.01,0.99
3,1,29,34,0.85,0.01,0.99
3,1,30,15,2,0.13,0.87
3,1,30,16,1.88,0.11,0.89
3,1,30,17,1.76,0.09,0.91
3,1,30,18,1.67,0.07,0.93
3,1,30,19,1.58,0.06,0.94
3,1,30,20,1.5,0.05,0.95
3,1,30,21,1.43,0.05,0.95
3,1,30,22,1.36,0.04,0.96
3,1,30,23,1.3,0.04,0.96
3,1,30,24,1.25,0.03,0.97
3,1,30,25,1.2,0.03,0.97
3,1,30,26,1.15,0.03,0.97
3,1,30,27,1.11,0.02,0.98
3,1,30,28,1.07,0.02,0.98
3,1,30,29,1.03,0.02,0.98
3,1,30,30,1,0.02,0.98
3,1,30,31,0.97,0.02,0.98
3,1,30,32,0.94,0.01,0.99
3,1,30,33,0.91,0.01,0.99
3,1,30,34,0.88,0.01,0.99
3,1,31,15,2.07,0.14,0.86
3,1,31,16,1.94,0.12,0.88
3,1,31,17,1.82,0.1,0.9
3,1,31,18,1.72,0.08,0.92
3,1,31,19,1.63,0.07,0.93
3,1,31,20,1.55,0.06,0.94
3,1,31,21,1.48,0.05,0.95
3,1,31,22,1.41,0.04,0.96
3,1,31,23,1.35,0.04,0.96
3,1,31,24,1.29,0.03,0.97
3,1,31,25,1.24,0.03,0.97
3,1,31,26,1.19,0.03,0.97
3,1,31,27,1.15,0.03,0.97
3,1,31,28,1.11,0.02,0.98
3,1,31,29,1.07,0.02,0.98
3,1,31,30,1.03,0.02,0.98
3,1,31,31,1,0.02,0.98
3,1,31,32,0.97,0.02,0.98
3,1,31,33,0.94,0.02,0.98
3,1,31,34,0.91,0.01,0.99
3,1,32,15,2.13,0.16,0.84
3,1,32,16,2,0.13,0.87
3,1,32,17,1.88,0.11,0.89
3,1,32,18,1.78,0.09,0.91
3,1,32,19,1.68,0.08,0.92
3,1,32,20,1.6,0.07,0.93
3,1,32,21,1.52,0.06,0.94
3,1,32,22,1.45,0.05,0.95
3,1,32,23,1.39,0.04,0.96
3,1,32,24,1.33,0.04,0.96
3,1,32,25,1.28,0.03,0.97
3,1,32,26,1.23,0.03,0.97
3,1,32,27,1.19,0.03,0.97
3,1,32,28,1.14,0.02,0.98
3,1,32,29,1.1,0.02,0.98
3,1,32,30,1.07,0.02,0.98
3,1,32,31,1.03,0.02,0.98
3,1,32,32,1,0.02,0.98
3,1,32,33,0.97,0.02,0.98
3,1,32,34,0.94,0.02,0.98
3,1,33,15,2.2,0.17,0.83
3,1,33,16,2.06,0.14,0.86
3,1,33,17,1.94,0.12,0.88
3,1,33,18,1.83,0.1,0.9
3,1,33,19,1.74,0.08,0.92
3,1,33,20,1.65,0.07,0.93
3,1,33,21,1.57,0.06,0.94
3,1,33,22,1.5,0.05,0.95
3,1,33,23,1.43,0.05,0.95
3,1,33,24,1.38,0.04,0.96
3,1,33,25,1.32,0.04,0.96
3,1,33,26,1.27,0.03,0.97
3,1,33,27,1.22,0.03,0.97
3,1,33,28,1.18,0.03,0.97
3,1,33,29,1.14,0.02,0.98
3,1,33,30,1.1,0.02,0.98
3,1,33,31,1.06,0.02,0.98
3,1,33,32,1.03,0.02,0.98
3,1,33,33,1,0.02,0.98
3,1,33,34,0.97,0.02,0.98
3,1,34,15,2.27,0.19,0.81
3,1,34,16,2.13,0.16,0.84
3,1,34,17,2,0.13,0.87
3,1,34,18,1.89,0.11,0.89
3,1,34,19,1.79,0.09,0.91
3,1,34,20,1.7,0.08,0.92
3,1,34,21,1.62,0.07,0.93
3,1,34,22,1.55,0.06,0.94
3,1,34,23,1.48,0.05,0.95
3,1,34,24,1.42,0.05,0.95
3,1,34,25,1.36,0.04,0.96
3,1,34,26,1.31,0.04,0.96
3,1,34,27,1.26,0.03,0.97
3,1,34,28,1.21,0.03,0.97
3,1,34,29,1.17,0.03,0.97
3,1,34,30,1.13,0.02,0.98
3,1,34,31,1.1,0.02,0.98
3,1,34,32,1.06,0.02,0.98
3,1,34,33,1.03,0.02,0.98
3,1,34,34,1,0.02,0.98
3,1,35,15,2.33,0.2,0.8
3,1,35,16,2.19,0.17,0.83
3,1,35,17,2.06,0.14,0.86
3,1,35,18,1.94,0.12,0.88
3,1,35,19,1.84,0.1,0.9
3,1,35,20,1.75,0.09,0.91
3,1,35,21,1.67,0.07,0.93
3,1,35,22,1.59,0.06,0.94
3,1,35,23,1.52,0.06,0.94
3,1,35,24,1.46,0.05,0.95
3,1,35,25,1.4,0.04,0.96
3,1,35,26,1.35,0.04,0.96
3,1,35,27,1.3,0.04,0.96
3,1,35,28,1.25,0.03,0.97
3,1,35,29,1.21,0.03,0.97
3,1,35,30,1.17,0.03,0.97
3,1,35,31,1.13,0.02,0.98
3,1,35,32,1.09,0.02,0.98
3,1,35,33,1.06,0.02,0.98
3,1,35,34,1.03,0.02,0.98
3,1,36,15,2.4,0.22,0.78
3,1,36,16,2.25,0.18,0.82
3,1,36,17,2.12,0.15,0.85
3,1,36,18,2,0.13,0.87
3,1,36,19,1.89,0.11,0.89
3,1,36,20,1.8,0.09,0.91
3,1,36,21,1.71,0.08,0.92
3,1,36,22,1.64,0.07,0.93
3,1,36,23,1.57,0.06,0.94
3,1,36,24,1.5,0.05,0.95
3,1,36,25,1.44,0.05,0.95
3,1,36,26,1.38,0.04,0.96
3,1,36,27,1.33,0.04,0.96
3,1,36,28,1.29,0.03,0.97
3,1,36,29,1.24,0.03,0.97
3,1,36,30,1.2,0.03,0.97
3,1,36,31,1.16,0.03,0.97
3,1,36,32,1.13,0.02,0.98
3,1,36,33,1.09,0.02,0.98
3,1,36,34,1.06,0.02,0.98
3,1,37,15,2.47,0.23,0.77
3,1,37,16,2.31,0.2,0.8
3,1,37,17,2.18,0.17,0.83
3,1,37,18,2.06,0.14,0.86
3,1,37,19,1.95,0.12,0.88
3,1,37,20,1.85,0.1,0.9
3,1,37,21,1.76,0.09,0.91
3,1,37,22,1.68,0.08,0.92
3,1,37,23,1.61,0.07,0.93
3,1,37,24,1.54,0.06,0.94
3,1,37,25,1.48,0.05,0.95
3,1,37,26,1.42,0.05,0.95
3,1,37,27,1.37,0.04,0.96
3,1,37,28,1.32,0.04,0.96
3,1,37,29,1.28,0.03,0.97
3,1,37,30,1.23,0.03,0.97
3,1,37,31,1.19,0.03,0.97
3,1,37,32,1.16,0.03,0.97
3,1,37,33,1.12,0.02,0.98
3,1,37,34,1.09,0.02,0.98
3,1,38,15,2.53,0.25,0.75
3,1,38,16,2.38,0.21,0.79
3,1,38,17,2.24,0.18,0.82
3,1,38,18,2.11,0.15,0.85
3,1,38,19,2,0.13,0.87
3,1,38,20,1.9,0.11,0.89
3,1,38,21,1.81,0.1,0.9
3,1,38,22,1.73,0.08,0.92
3,1,38,23,1.65,0.07,0.93
3,1,38,24,1.58,0.06,0.94
3,1,38,25,1.52,0.06,0.94
3,1,38,26,1.46,0.05,0.95
3,1,38,27,1.41,0.04,0.96
3,1,38,28,1.36,0.04,0.96
3,1,38,29,1.31,0.04,0.96
3,1,38,30,1.27,0.03,0.97
3,1,38,31,1.23,0.03,0.97
3,1,38,32,1.19,0.03,0.97
3,1,38,33,1.15,0.03,0.97
3,1,38,34,1.12,0.02,0.98
3,1,39,15,2.6,0.27,0.73
3,1,39,16,2.44,0.23,0.77
3,1,39,17,2.29,0.19,0.81
3,1,39,18,2.17,0.16,0.84
3,1,39,19,2.05,0.14,0.86
3,1,39,20,1.95,0.12,0.88
3,1,39,21,1.86,0.1,0.9
3,1,39,22,1.77,0.09,0.91
3,1,39,23,1.7,0.08,0.92
3,1,39,24,1.63,0.07,0.93
3,1,39,25,1.56,0.06,0.94
3,1,39,26,1.5,0.05,0.95
3,1,39,27,1.44,0.05,0.95
3,1,39,28,1.39,0.04,0.96
3,1,39,29,1.34,0.04,0.96
3,1,39,30,1.3,0.04,0.96
3,1,39,31,1.26,0.03,0.97
3,1,39,32,1.22,0.03,0.97
3,1,39,33,1.18,0.03,0.97
3,1,39,34,1.15,0.03,0.97
3,1,40,15,2.67,0.28,0.72
3,1,40,16,2.5,0.24,0.76
3,1,40,17,2.35,0.21,0.79
3,1,40,18,2.22,0.18,0.82
3,1,40,19,2.11,0.15,0.85
3,1,40,20,2,0.13,0.87
3,1,40,21,1.9,0.11,0.89
3,1,40,22,1.82,0.1,0.9
3,1,40,23,1.74,0.08,0.92
3,1,40,24,1.67,0.07,0.93
3,1,40,25,1.6,0.07,0.93
3,1,40,26,1.54,0.06,0.94
3,1,40,27,1.48,0.05,0.95
3,1,40,28,1.43,0.05,0.95
3,1,40,29,1.38,0.04,0.96
3,1,40,30,1.33,0.04,0.96
3,1,40,31,1.29,0.03,0.97
3,1,40,32,1.25,0.03,0.97
3,1,40,33,1.21,0.03,0.97
3,1,40,34,1.18,0.03,0.97
3,1,41,15,2.73,0.3,0.7
3,1,41,16,2.56,0.26,0.74
3,1,41,17,2.41,0.22,0.78
3,1,41,18,2.28,0.19,0.81
3,1,41,19,2.16,0.16,0.84
3,1,41,20,2.05,0.14,0.86
3,1,41,21,1.95,0.12,0.88
3,1,41,22,1.86,0.1,0.9
3,1,41,23,1.78,0.09,0.91
3,1,41,24,1.71,0.08,0.92
3,1,41,25,1.64,0.07,0.93
3,1,41,26,1.58,0.06,0.94
3,1,41,27,1.52,0.06,0.94
3,1,41,28,1.46,0.05,0.95
3,1,41,29,1.41,0.05,0.95
3,1,41,30,1.37,0.04,0.96
3,1,41,31,1.32,0.04,0.96
3,1,41,32,1.28,0.03,0.97
3,1,41,33,1.24,0.03,0.97
3,1,41,34,1.21,0.03,0.97
3,1,42,15,2.8,0.31,0.69
3,1,42,16,2.63,0.27,0.73
3,1,42,17,2.47,0.23,0.77
3,1,42,18,2.33,0.2,0.8
3,1,42,19,2.21,0.17,0.83
3,1,42,20,2.1,0.15,0.85
3,1,42,21,2,0.13,0.87
3,1,42,22,1.91,0.11,0.89
3,1,42,23,1.83,0.1,0.9
3,1,42,24,1.75,0.09,0.91
3,1,42,25,1.68,0.08,0.92
3,1,42,26,1.62,0.07,0.93
3,1,42,27,1.56,0.06,0.94
3,1,42,28,1.5,0.05,0.95
3,1,42,29,1.45,0.05,0.95
3,1,42,30,1.4,0.04,0.96
3,1,42,31,1.35,0.04,0.96
3,1,42,32,1.31,0.04,0.96
3,1,42,33,1.27,0.03,0.97
3,1,42,34,1.24,0.03,0.97
3,1,43,15,2.87,0.33,0.67
3,1,43,16,2.69,0.29,0.71
3,1,43,17,2.53,0.25,0.75
3,1,43,18,2.39,0.22,0.78
3,1,43,19,2.26,0.19,0.81
3,1,43,20,2.15,0.16,0.84
3,1,43,21,2.05,0.14,0.86
3,1,43,22,1.95,0.12,0.88
3,1,43,23,1.87,0.11,0.89
3,1,43,24,1.79,0.09,0.91
3,1,43,25,1.72,0.08,0.92
3,1,43,26,1.65,0.07,0.93
3,1,43,27,1.59,0.06,0.94
3,1,43,28,1.54,0.06,0.94
3,1,43,29,1.48,0.05,0.95
3,1,43,30,1.43,0.05,0.95
3,1,43,31,1.39,0.04,0.96
3,1,43,32,1.34,0.04,0.96
3,1,43,33,1.3,0.04,0.96
3,1,43,34,1.26,0.03,0.97
3,1,44,15,2.93,0.34,0.66
3,1,44,16,2.75,0.3,0.7
3,1,44,17,2.59,0.26,0.74
3,1,44,18,2.44,0.23,0.77
3,1,44,19,2.32,0.2,0.8
3,1,44,20,2.2,0.17,0.83
3,1,44,21,2.1,0.15,0.85
3,1,44,22,2,0.13,0.87
3,1,44,23,1.91,0.11,0.89
3,1,44,24,1.83,0.1,0.9
3,1,44,25,1.76,0.09,0.91
3,1,44,26,1.69,0.08,0.92
3,1,44,27,1.63,0.07,0.93
3,1,44,28,1.57,0.06,0.94
3,1,44,29,1.52,0.06,0.94
3,1,44,30,1.47,0.05,0.95
3,1,44,31,1.42,0.05,0.95
3,1,44,32,1.38,0.04,0.96
3,1,44,33,1.33,0.04,0.96
3,1,44,34,1.29,0.04,0.96
3,1,45,15,3,0.35,0.65
3,1,45,16,2.81,0.31,0.69
3,1,45,17,2.65,0.28,0.72
3,1,45,18,2.5,0.24,0.76
3,1,45,19,2.37,0.21,0.79
3,1,45,20,2.25,0.18,0.82
3,1,45,21,2.14,0.16,0.84
3,1,45,22,2.05,0.14,0.86
3,1,45,23,1.96,0.12,0.88
3,1,45,24,1.88,0.11,0.89
3,1,45,25,1.8,0.09,0.91
3,1,45,26,1.73,0.08,0.92
3,1,45,27,1.67,0.07,0.93
3,1,45,28,1.61,0.07,0.93
3,1,45,29,1.55,0.06,0.94
3,1,45,30,1.5,0.05,0.95
3,1,45,31,1.45,0.05,0.95
3,1,45,32,1.41,0.04,0.96
3,1,45,33,1.36,0.04,0.96
3,1,45,34,1.32,0.04,0.96
3,1,46,15,3.07,0.36,0.64
3,1,46,16,2.88,0.33,0.67
3,1,46,17,2.71,0.29,0.71
3,1,46,18,2.56,0.26,0.74
3,1,46,19,2.42,0.22,0.78
3,1,46,20,2.3,0.19,0.81
3,1,46,21,2.19,0.17,0.83
3,1,46,22,2.09,0.15,0.85
3,1,46,23,2,0.13,0.87
3,1,46,24,1.92,0.11,0.89
3,1,46,25,1.84,0.1,0.9
3,1,46,26,1.77,0.09,0.91
3,1,46,27,1.7,0.08,0.92
3,1,46,28,1.64,0.07,0.93
3,1,46,29,1.59,0.06,0.94
3,1,46,30,1.53,0.06,0.94
3,1,46,31,1.48,0.05,0.95
3,1,46,32,1.44,0.05,0.95
3,1,46,33,1.39,0.04,0.96
3,1,46,34,1.35,0.04,0.96
3,1,47,15,3.13,0.37,0.63
3,1,47,16,2.94,0.34,0.66
3,1,47,17,2.76,0.3,0.7
3,1,47,18,2.61,0.27,0.73
3,1,47,19,2.47,0.24,0.76
3,1,47,20,2.35,0.21,0.79
3,1,47,21,2.24,0.18,0.82
3,1,47,22,2.14,0.16,0.84
3,1,47,23,2.04,0.14,0.86
3,1,47,24,1.96,0.12,0.88
3,1,47,25,1.88,0.11,0.89
3,1,47,26,1.81,0.1,0.9
3,1,47,27,1.74,0.08,0.92
3,1,47,28,1.68,0.08,0.92
3,1,47,29,1.62,0.07,0.93
3,1,47,30,1.57,0.06,0.94
3,1,47,31,1.52,0.06,0.94
3,1,47,32,1.47,0.05,0.95
3,1,47,33,1.42,0.05,0.95
3,1,47,34,1.38,0.04,0.96
3,1,48,15,3.2,0.38,0.62
3,1,48,16,3,0.35,0.65
3,1,48,17,2.82,0.32,0.68
3,1,48,18,2.67,0.28,0.72
3,1,48,19,2.53,0.25,0.75
3,1,48,20,2.4,0.22,0.78
3,1,48,21,2.29,0.19,0.81
3,1,48,22,2.18,0.17,0.83
3,1,48,23,2.09,0.15,0.85
3,1,48,24,2,0.13,0.87
3,1,48,25,1.92,0.11,0.89
3,1,48,26,1.85,0.1,0.9
3,1,48,27,1.78,0.09,0.91
3,1,48,28,1.71,0.08,0.92
3,1,48,29,1.66,0.07,0.93
3,1,48,30,1.6,0.07,0.93
3,1,48,31,1.55,0.06,0.94
3,1,48,32,1.5,0.05,0.95
3,1,48,33,1.45,0.05,0.95
3,1,48,34,1.41,0.05,0.95
3,1,49,15,3.27,0.39,0.61
3,1,49,16,3.06,0.36,0.64
3,1,49,17,2.88,0.33,0.67
3,1,49,18,2.72,0.29,0.71
3,1,49,19,2.58,0.26,0.74
3,1,49,20,2.45,0.23,0.77
3,1,49,21,2.33,0.2,0.8
3,1,49,22,2.23,0.18,0.82
3,1,49,23,2.13,0.16,0.84
3,1,49,24,2.04,0.14,0.86
3,1,49,25,1.96,0.12,0.88
3,1,49,26,1.88,0.11,0.89
3,1,49,27,1.81,0.1,0.9
3,1,49,28,1.75,0.09,0.91
3,1,49,29,1.69,0.08,0.92
3,1,49,30,1.63,0.07,0.93
3,1,49,31,1.58,0.06,0.94
3,1,49,32,1.53,0.06,0.94
3,1,49,33,1.48,0.05,0.95
3,1,49,34,1.44,0.05,0.95
3,1,50,15,3.33,0.39,0.61
3,1,50,16,3.13,0.37,0.63
3,1,50,17,2.94,0.34,0.66
3,1,50,18,2.78,0.31,0.69
3,1,50,19,2.63,0.27,0.73
3,1,50,20,2.5,0.24,0.76
3,1,50,21,2.38,0.21,0.79
3,1,50,22,2.27,0.19,0.81
3,1,50,23,2.17,0.17,0.83
3,1,50,24,2.08,0.15,0.85
3,1,50,25,2,0.13,0.87
3,1,50,26,1.92,0.12,0.88
3,1,50,27,1.85,0.1,0.9
3,1,50,28,1.79,0.09,0.91
3,1,50,29,1.72,0.08,0.92
3,1,50,30,1.67,0.07,0.93
3,1,50,31,1.61,0.07,0.93
3,1,50,32,1.56,0.06,0.94
3,1,50,33,1.52,0.06,0.94
3,1,50,34,1.47,0.05,0.95
3,1,51,15,3.4,0.4,0.6
3,1,51,16,3.19,0.38,0.62
3,1,51,17,3,0.35,0.65
3,1,51,18,2.83,0.32,0.68
3,1,51,19,2.68,0.29,0.71
3,1,51,20,2.55,0.25,0.75
3,1,51,21,2.43,0.22,0.78
3,1,51,22,2.32,0.2,0.8
3,1,51,23,2.22,0.18,0.82
3,1,51,24,2.13,0.16,0.84
3,1,51,25,2.04,0.14,0.86
3,1,51,26,1.96,0.12,0.88
3,1,51,27,1.89,0.11,0.89
3,1,51,28,1.82,0.1,0.9
3,1,51,29,1.76,0.09,0.91
3,1,51,30,1.7,0.08,0.92
3,1,51,31,1.65,0.07,0.93
3,1,51,32,1.59,0.06,0.94
3,1,51,33,1.55,0.06,0.94
3,1,51,34,1.5,0.05,0.95
3,1,52,15,3.47,0.4,0.6
3,1,52,16,3.25,0.39,0.61
3,1,52,17,3.06,0.36,0.64
3,1,52,18,2.89,0.33,0.67
3,1,52,19,2.74,0.3,0.7
3,1,52,20,2.6,0.27,0.73
3,1,52,21,2.48,0.24,0.76
3,1,52,22,2.36,0.21,0.79
3,1,52,23,2.26,0.19,0.81
3,1,52,24,2.17,0.16,0.84
3,1,52,25,2.08,0.15,0.85
3,1,52,26,2,0.13,0.87
3,1,52,27,1.93,0.12,0.88
3,1,52,28,1.86,0.1,0.9
3,1,52,29,1.79,0.09,0.91
3,1,52,30,1.73,0.08,0.92
3,1,52,31,1.68,0.08,0.92
3,1,52,32,1.63,0.07,0.93
3,1,52,33,1.58,0.06,0.94
3,1,52,34,1.53,0.06,0.94
3,1,53,15,3.53,0.4,0.6
3,1,53,16,3.31,0.39,0.61
3,1,53,17,3.12,0.37,0.63
3,1,53,18,2.94,0.34,0.66
3,1,53,19,2.79,0.31,0.69
3,1,53,20,2.65,0.28,0.72
3,1,53,21,2.52,0.25,0.75
3,1,53,22,2.41,0.22,0.78
3,1,53,23,2.3,0.2,0.8
3,1,53,24,2.21,0.17,0.83
3,1,53,25,2.12,0.15,0.85
3,1,53,26,2.04,0.14,0.86
3,1,53,27,1.96,0.12,0.88
3,1,53,28,1.89,0.11,0.89
3,1,53,29,1.83,0.1,0.9
3,1,53,30,1.77,0.09,0.91
3,1,53,31,1.71,0.08,0.92
3,1,53,32,1.66,0.07,0.93
3,1,53,33,1.61,0.07,0.93
3,1,53,34,1.56,0.06,0.94
3,1,54,15,3.6,0.4,0.6
3,1,54,16,3.38,0.4,0.6
3,1,54,17,3.18,0.38,0.62
3,1,54,18,3,0.35,0.65
3,1,54,19,2.84,0.32,0.68
3,1,54,20,2.7,0.29,0.71
3,1,54,21,2.57,0.26,0.74
3,1,54,22,2.45,0.23,0.77
3,1,54,23,2.35,0.21,0.79
3,1,54,24,2.25,0.18,0.82
3,1,54,25,2.16,0.16,0.84
3,1,54,26,2.08,0.14,0.86
3,1,54,27,2,0.13,0.87
3,1,54,28,1.93,0.12,0.88
3,1,54,29,1.86,0.1,0.9
3,1,54,30,1.8,0.09,0.91
3,1,54,31,1.74,0.09,0.91
3,1,54,32,1.69,0.08,0.92
3,1,54,33,1.64,0.07,0.93
3,1,54,34,1.59,0.06,0.94
3,1,55,15,3.67,0.39,0.61
3,1,55,16,3.44,0.4,0.6
3,1,55,17,3.24,0.39,0.61
3,1,55,18,3.06,0.36,0.64
3,1,55,19,2.89,0.33,0.67
3,1,55,20,2.75,0.3,0.7
3,1,55,21,2.62,0.27,0.73
3,1,55,22,2.5,0.24,0.76
3,1,55,23,2.39,0.22,0.78
3,1,55,24,2.29,0.19,0.81
3,1,55,25,2.2,0.17,0.83
3,1,55,26,2.12,0.15,0.85
3,1,55,27,2.04,0.14,0.86
3,1,55,28,1.96,0.12,0.88
3,1,55,29,1.9,0.11,0.89
3,1,55,30,1.83,0.1,0.9
3,1,55,31,1.77,0.09,0.91
3,1,55,32,1.72,0.08,0.92
3,1,55,33,1.67,0.07,0.93
3,1,55,34,1.62,0.07,0.93
3,1,56,15,3.73,0.39,0.61
