o_lane,d,vi1,vi2,p_x(1),p_x(2),p_x(3),p_y(1),p_y(2),p_y(3),p_y(4),p_y(5),p_y(6),p_y(7)
1,1,15,15,0.65569,17.161,-1.4789,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,2,15,15,0.68267,16.883,-1.2778,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,3,15,15,0.61818,17.454,-1.6002,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,4,15,15,0.6535,16.965,-1.3343,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,5,15,15,0.63381,16.916,-1.2613,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,6,15,15,0.70543,16.739,-1.2886,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,7,15,15,0.64694,16.925,-1.2036,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,8,15,15,0.66286,16.621,-1.154,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,9,15,15,0.64215,16.265,-0.98143,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,10,15,15,0.65287,16.649,-1.2057,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,11,15,15,0.63897,16.832,-1.163,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,12,15,15,0.69361,16.452,-1.1017,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,13,15,15,0.588,16.69,-1.2152,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,14,15,15,0.62775,16.461,-0.97864,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,15,15,15,0.59941,16.812,-1.3348,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,16,15,15,0.57607,16.479,-1.0321,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,17,15,15,0.62201,16.231,-0.9713,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,18,15,15,0.61822,16.347,-0.98997,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,19,15,15,0.5653,16.503,-1.0464,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,20,15,15,0.60022,15.832,-0.74254,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,21,15,15,0.57623,16.562,-0.92594,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,22,15,15,0.65297,16.081,-0.78796,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,23,15,15,0.64503,15.928,-0.8999,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,24,15,15,0.59779,16.029,-0.86585,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,25,15,15,0.60677,15.875,-0.69365,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,26,15,15,0.60923,16.26,-0.93463,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,27,15,15,0.57626,16.463,-0.9996,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,28,15,15,0.61646,15.911,-0.75665,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,29,15,15,0.66802,15.487,-0.77452,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,30,15,15,0.64528,15.105,-0.53274,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,31,15,15,0.59849,15.54,-0.68033,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,32,15,15,0.57554,15.427,-0.50231,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,33,15,15,0.53308,15.628,-0.64018,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,34,15,15,0.60182,15.302,-0.56376,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,35,15,15,0.57726,15.382,-0.64592,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,36,15,15,0.56755,15.418,-0.56795,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,37,15,15,0.54795,15.529,-0.74216,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,38,15,15,0.60118,14.802,-0.45891,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,39,15,15,0.57525,14.867,-0.53663,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,40,15,15,0.64138,14.805,-0.41734,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,41,15,15,0.54845,15.265,-0.61169,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,42,15,15,0.56253,14.99,-0.5836,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,43,15,15,0.54331,15.067,-0.63265,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,1,16,15,0.692,18.114,-1.4559,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,2,16,15,0.68075,17.848,-1.2385,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,3,16,15,0.70706,17.409,-1.0682,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,4,16,15,0.62144,18.244,-1.4035,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,5,16,15,0.66371,17.619,-1.1501,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,6,16,15,0.63641,17.809,-1.3268,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,7,16,15,0.63084,17.868,-1.2471,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,8,16,15,0.61189,17.887,-1.2892,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,9,16,15,0.69387,17.718,-1.2655,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,10,16,15,0.63537,17.692,-1.1625,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,11,16,15,0.63221,18.008,-1.3306,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,12,16,15,0.63044,17.939,-1.2061,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,13,16,15,0.64189,17.783,-1.2104,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,14,16,15,0.62933,17.99,-1.3368,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,15,16,15,0.62989,17.665,-1.2253,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,16,16,15,0.64509,17.408,-0.97946,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,17,16,15,0.68941,17.14,-0.85303,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,18,16,15,0.61626,17.751,-1.152,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,19,16,15,0.62367,16.987,-0.84185,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,20,16,15,0.63088,17.084,-0.94286,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,21,16,15,0.63719,16.965,-0.88101,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,22,16,15,0.61629,16.909,-0.75226,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,23,16,15,0.64903,16.73,-0.68214,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,24,16,15,0.6614,16.981,-0.9597,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,25,16,15,0.61255,17.057,-0.86934,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,26,16,15,0.62917,17.146,-0.9397,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,27,16,15,0.56501,17.07,-0.79553,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,28,16,15,0.55996,17.178,-0.80837,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,29,16,15,0.54513,17.096,-0.83906,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,30,16,15,0.54658,16.805,-0.81667,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,31,16,15,0.56011,17.01,-0.77408,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,32,16,15,0.54917,16.927,-0.81281,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,33,16,15,0.54804,16.935,-0.85842,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,34,16,15,0.60899,16.344,-0.52774,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,35,16,15,0.55314,16.388,-0.7414,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,36,16,15,0.566,16.678,-0.68062,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,37,16,15,0.58236,16.259,-0.67876,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,38,16,15,0.57332,16.498,-0.81989,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,39,16,15,0.68544,15.833,-0.6177,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,40,16,15,0.63526,15.871,-0.68207,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,41,16,15,0.52481,16.332,-0.6661,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,42,16,15,0.54302,16.461,-0.76639,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,43,16,15,0.57989,15.889,-0.39041,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,1,17,15,0.67485,19.368,-1.4707,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,2,17,15,0.72303,18.809,-1.3274,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,3,17,15,0.72121,18.653,-1.2391,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,4,17,15,0.62766,18.855,-1.2739,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,5,17,15,0.72284,18.626,-1.2182,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,6,17,15,0.6231,19.305,-1.5295,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,7,17,15,0.60448,19.025,-1.3693,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,8,17,15,0.69807,18.812,-1.133,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,9,17,15,0.63034,18.45,-1.1924,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,10,17,15,0.56932,18.891,-1.0898,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,11,17,15,0.70674,18.533,-1.19,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,12,17,15,0.64728,18.141,-1.0596,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,13,17,15,0.61601,18.814,-1.2137,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,14,17,15,0.60458,18.598,-1.1762,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,15,17,15,0.58238,19.089,-1.4094,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,16,17,15,0.61182,18.661,-1.1649,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,17,17,15,0.55806,18.908,-1.3656,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,18,17,15,0.62879,18.536,-1.1676,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,19,17,15,0.6312,18.503,-1.1245,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,20,17,15,0.57199,18.674,-1.1449,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,21,17,15,0.52059,18.856,-1.1821,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,22,17,15,0.60407,18.156,-0.87731,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,23,17,15,0.61761,18.316,-1.0252,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,24,17,15,0.63824,17.98,-0.78154,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,25,17,15,0.63411,17.977,-0.89561,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,26,17,15,0.57903,18.046,-0.81959,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,27,17,15,0.59436,17.976,-1.0245,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,28,17,15,0.58488,18.144,-0.91761,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,29,17,15,0.6172,18.011,-0.95462,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,30,17,15,0.60948,17.89,-0.66043,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,31,17,15,0.54358,17.979,-0.89524,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,32,17,15,0.56552,17.755,-0.83615,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,33,17,15,0.57412,17.74,-0.72903,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,34,17,15,0.60283,17.818,-0.7141,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,35,17,15,0.54558,18.059,-0.76313,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,36,17,15,0.58191,17.499,-0.60036,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,37,17,15,0.5379,17.95,-0.93818,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,38,17,15,0.55213,17.571,-0.70633,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,39,17,15,0.58229,17.502,-0.86585,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,40,17,15,0.54713,17.245,-0.73376,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,41,17,15,0.59661,17.735,-0.88398,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,42,17,15,0.62881,17.007,-0.49602,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,43,17,15,0.57828,17.073,-0.59682,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,1,18,15,0.43675,22.014,-1.114,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,2,18,15,0.60405,20.122,-1.4658,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,3,18,15,0.61715,20.124,-1.4052,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,4,18,15,0.62319,20.126,-1.4363,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,5,18,15,0.5958,20.55,-1.6009,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,6,18,15,0.67157,19.855,-1.3219,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,7,18,15,0.63074,19.866,-1.2948,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,8,18,15,0.6198,19.893,-1.3314,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,9,18,15,0.66132,19.855,-1.2747,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,10,18,15,0.64454,20.025,-1.41,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,11,18,15,0.57146,19.99,-1.2081,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,12,18,15,0.58209,20.047,-1.3313,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,13,18,15,0.58873,19.802,-1.1568,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,14,18,15,0.61418,19.601,-1.1327,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,15,18,15,0.56133,19.818,-1.2587,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,16,18,15,0.58233,19.742,-1.2042,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,17,18,15,0.63189,19.485,-1.0673,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,18,18,15,0.55594,19.753,-1.1373,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,19,18,15,0.57939,19.43,-0.97792,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,20,18,15,0.61271,19.262,-0.86648,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,21,18,15,0.61144,19.406,-1.0473,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,22,18,15,0.62598,19.1,-0.93375,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,23,18,15,0.64476,18.918,-0.8892,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,24,18,15,0.57675,19.408,-1.004,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,25,18,15,0.60934,19.345,-1.0886,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,26,18,15,0.57182,19.23,-0.88265,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,27,18,15,0.64879,18.911,-0.90012,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,28,18,15,0.59477,19.046,-0.77102,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,29,18,15,0.62752,19.087,-0.89486,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,30,18,15,0.57766,18.779,-0.79572,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,31,18,15,0.55479,19.234,-0.90742,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,32,18,15,0.52435,19.158,-0.84112,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,33,18,15,0.55569,18.854,-0.77635,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,34,18,15,0.58277,18.757,-0.69388,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,35,18,15,0.54075,18.945,-0.84797,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,36,18,15,0.5792,18.448,-0.63015,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,37,18,15,0.51736,18.969,-0.79388,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,38,18,15,0.5409,19.205,-1.0249,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,39,18,15,0.61716,18.224,-0.53425,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,40,18,15,0.60558,18.389,-0.60898,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,41,18,15,0.53944,18.574,-0.72332,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,42,18,15,0.55181,18.787,-0.69806,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,43,18,15,0.55492,18.443,-0.64947,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,1,19,15,0.36228,23.156,-1.2375,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,2,19,15,0.59332,21.68,-1.6587,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,3,19,15,0.59032,21.44,-1.6317,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,4,19,15,0.56396,21.548,-1.6433,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,5,19,15,0.60132,20.943,-1.3269,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,6,19,15,0.52533,21.53,-1.6372,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,7,19,15,0.58615,20.856,-1.3784,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,8,19,15,0.56766,20.86,-1.4116,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,9,19,15,0.53248,20.973,-1.2764,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,10,19,15,0.5538,21.043,-1.3108,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,11,19,15,0.51985,21.277,-1.394,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,12,19,15,0.64196,20.686,-1.1907,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,13,19,15,0.58175,20.857,-1.3104,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,14,19,15,0.6155,20.464,-1.0615,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,15,19,15,0.63657,20.698,-1.3175,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,16,19,15,0.59809,20.784,-1.1529,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,17,19,15,0.62674,20.326,-1.0223,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,18,19,15,0.53097,20.703,-1.213,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,19,19,15,0.53997,20.865,-1.2185,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,20,19,15,0.63025,20.46,-1.0914,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,21,19,15,0.57898,20.271,-0.97102,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,22,19,15,0.56182,20.637,-1.1659,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,23,19,15,0.58767,20.566,-1.0747,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,24,19,15,0.60932,20.513,-1.1788,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,25,19,15,0.66258,19.651,-0.7487,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,26,19,15,0.61045,20.269,-0.94621,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,27,19,15,0.60384,20.289,-1.0722,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,28,19,15,0.50663,20.769,-1.1122,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,29,19,15,0.55694,19.986,-0.68626,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,30,19,15,0.518,20.462,-1.005,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,31,19,15,0.5478,20.424,-1.0524,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,32,19,15,0.59814,19.666,-0.68285,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,33,19,15,0.61738,19.931,-0.74923,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,34,19,15,0.58912,19.922,-0.95601,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,35,19,15,0.63765,19.45,-0.57816,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,36,19,15,0.50122,20.185,-1.0001,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,37,19,15,0.60057,19.738,-0.76042,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,38,19,15,0.51978,20.08,-0.82444,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,39,19,15,0.64825,19.053,-0.65601,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,40,19,15,0.5727,19.638,-0.70417,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,41,19,15,0.52223,19.956,-0.88448,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,42,19,15,0.56022,19.464,-0.67344,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,43,19,15,0.54307,19.209,-0.42167,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,1,20,15,0.33151,24.396,-1.2509,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,2,20,15,0.39114,24.097,-1.3695,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,3,20,15,0.46293,22.859,-1.771,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,4,20,15,0.50208,22.366,-1.4606,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,5,20,15,0.6003,21.863,-1.3876,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,6,20,15,0.54153,22.305,-1.5525,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,7,20,15,0.53522,22.182,-1.5139,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,8,20,15,0.54512,21.977,-1.496,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
1,9,20,15,0.45903,22.284,-1.3771,0.00043017,-0.010197,0.09934,-0.49737,1.1759,-0.12264,1.8529
