o_lane,d,vi1,vi2,Acc?,delta_x1,vf1,delta_x2,delta_t
1,4,30,15,1,282,32,135,9
1,5,30,15,1,282,32,135,9
1,6,30,15,1,282,32,135,9
1,7,30,15,1,282,32,135,9
1,8,30,15,1,282,32,135,9
1,9,30,15,1,282,32,135,9
1,10,30,15,1,282,32,135,9
1,1,31,15,1,292,33,135,9
1,2,31,15,1,292,33,135,9
1,3,31,15,1,292,33,135,9
1,4,31,15,1,291,33,135,9
1,5,31,15,1,291,33,135,9
1,6,31,15,1,291,33,135,9
1,7,31,15,1,291,33,135,9
1,8,31,15,1,291,33,135,9
1,9,31,15,1,291,33,135,9
1,10,31,15,1,291,33,135,9
1,1,32,15,1,301,34,135,9
1,2,32,15,1,301,34,135,9
1,3,32,15,1,301,34,135,9
1,4,32,15,1,300,34,135,9
1,5,32,15,1,300,34,135,9
1,6,32,15,1,300,34,135,9
1,7,32,15,1,300,34,135,9
1,8,32,15,1,300,34,135,9
1,9,32,15,1,300,34,135,9
1,10,32,15,1,300,34,135,9
1,1,33,15,1,305,34,135,9
1,2,33,15,1,305,34,135,9
1,3,33,15,1,305,34,135,9
1,4,33,15,1,305,34,135,9
1,5,33,15,1,305,34,135,9
1,6,33,15,1,305,34,135,9
1,7,33,15,1,305,34,135,9
1,8,33,15,1,305,34,135,9
1,9,33,15,1,305,34,135,9
1,10,33,15,1,305,34,135,9
1,1,34,15,1,306,34,135,9
1,2,34,15,1,306,34,135,9
1,3,34,15,1,306,34,135,9
1,4,34,15,1,306,34,135,9
1,5,34,15,1,306,34,135,9
1,6,34,15,1,306,34,135,9
1,7,34,15,1,306,34,135,9
1,8,34,15,1,306,34,135,9
1,9,34,15,1,306,34,135,9
1,10,34,15,1,306,34,135,9
1,1,15,16,0,159,19,144,9
1,2,15,16,0,159,19,144,9
1,3,15,16,0,159,19,144,9
1,4,15,16,0,159,19,144,9
1,5,15,16,0,159,19,144,9
1,6,15,16,0,159,19,144,9
1,7,15,16,0,159,19,144,9
1,8,15,16,0,159,19,144,9
1,9,15,16,0,159,19,144,9
1,10,15,16,0,159,19,144,9
1,1,16,16,1,167,20,144,9
1,2,16,16,1,167,20,144,9
1,3,16,16,0,167,20,144,9
1,4,16,16,0,167,20,144,9
1,5,16,16,0,167,20,144,9
1,6,16,16,0,167,20,144,9
1,7,16,16,0,167,20,144,9
1,8,16,16,0,167,20,144,9
1,9,16,16,0,167,20,144,9
1,10,16,16,0,167,20,144,9
1,1,17,16,1,175,21,144,9
1,2,17,16,1,175,21,144,9
1,3,17,16,1,175,21,144,9
1,4,17,16,0,175,21,144,9
1,5,17,16,0,175,21,144,9
1,6,17,16,0,175,21,144,9
1,7,17,16,0,175,21,144,9
1,8,17,16,0,175,21,144,9
1,9,17,16,0,175,21,144,9
1,10,17,16,0,175,21,144,9
1,1,18,16,1,183,22,144,9
1,2,18,16,1,183,22,144,9
1,3,18,16,1,183,22,144,9
1,4,18,16,1,183,22,144,9
1,5,18,16,1,183,22,144,9
1,6,18,16,0,183,22,144,9
1,7,18,16,0,183,22,144,9
1,8,18,16,0,183,22,144,9
1,9,18,16,0,183,22,144,9
1,10,18,16,0,183,22,144,9
1,1,19,16,1,191,22,144,9
1,2,19,16,1,191,22,144,9
1,3,19,16,1,191,22,144,9
1,4,19,16,1,191,22,144,9
1,5,19,16,1,191,22,144,9
1,6,19,16,1,191,22,144,9
1,7,19,16,1,191,22,144,9
1,8,19,16,0,191,22,144,9
1,9,19,16,0,191,22,144,9
1,10,19,16,0,191,22,144,9
1,1,20,16,1,199,23,144,9
1,2,20,16,1,199,23,144,9
1,3,20,16,1,199,23,144,9
1,4,20,16,1,199,23,144,9
1,5,20,16,1,199,23,144,9
1,6,20,16,1,199,23,144,9
1,7,20,16,1,199,23,144,9
1,8,20,16,1,199,23,144,9
1,9,20,16,1,199,23,144,9
1,10,20,16,0,199,23,144,9
1,1,21,16,1,207,24,144,9
1,2,21,16,1,207,24,144,9
1,3,21,16,1,207,24,144,9
1,4,21,16,1,207,24,144,9
1,5,21,16,1,207,24,144,9
1,6,21,16,1,207,24,144,9
1,7,21,16,1,207,24,144,9
1,8,21,16,1,207,24,144,9
1,9,21,16,1,207,24,144,9
1,10,21,16,1,207,24,144,9
1,1,22,16,1,215,25,144,9
1,2,22,16,1,215,25,144,9
1,3,22,16,1,215,25,144,9
1,4,22,16,1,215,25,144,9
1,5,22,16,1,215,25,144,9
1,6,22,16,1,215,25,144,9
1,7,22,16,1,215,25,144,9
1,8,22,16,1,215,25,144,9
1,9,22,16,1,215,25,144,9
1,10,22,16,1,215,25,144,9
1,1,23,16,1,223,26,144,9
1,2,23,16,1,223,26,144,9
1,3,23,16,1,223,26,144,9
1,4,23,16,1,223,26,144,9
1,5,23,16,1,223,26,144,9
1,6,23,16,1,223,26,144,9
1,7,23,16,1,223,26,144,9
1,8,23,16,1,223,26,144,9
1,9,23,16,1,223,26,144,9
1,10,23,16,1,223,26,144,9
1,1,24,16,1,232,27,144,9
1,2,24,16,1,232,27,144,9
1,3,24,16,1,232,27,144,9
1,4,24,16,1,232,27,144,9
1,5,24,16,1,232,27,144,9
1,6,24,16,1,232,27,144,9
1,7,24,16,1,232,27,144,9
1,8,24,16,1,232,27,144,9
1,9,24,16,1,232,27,144,9
1,10,24,16,1,232,27,144,9
1,1,25,16,1,240,28,144,9
1,2,25,16,1,240,28,144,9
1,3,25,16,1,240,28,144,9
1,4,25,16,1,240,28,144,9
1,5,25,16,1,240,28,144,9
1,6,25,16,1,240,28,144,9
1,7,25,16,1,240,28,144,9
1,8,25,16,1,240,28,144,9
1,9,25,16,1,240,28,144,9
1,10,25,16,1,240,28,144,9
1,1,26,16,1,248,28,144,9
1,2,26,16,1,248,28,144,9
1,3,26,16,1,248,28,144,9
1,4,26,16,1,248,28,144,9
1,5,26,16,1,248,28,144,9
1,6,26,16,1,248,28,144,9
1,7,26,16,1,248,28,144,9
1,8,26,16,1,248,28,144,9
1,9,26,16,1,248,28,144,9
1,10,26,16,1,248,28,144,9
1,1,27,16,1,257,29,144,9
1,2,27,16,1,257,29,144,9
1,3,27,16,1,257,29,144,9
1,4,27,16,1,257,29,144,9
1,5,27,16,1,257,29,144,9
1,6,27,16,1,257,29,144,9
1,7,27,16,1,257,29,144,9
1,8,27,16,1,257,29,144,9
1,9,27,16,1,257,29,144,9
1,10,27,16,1,257,29,144,9
1,1,28,16,1,267,30,144,9
1,2,28,16,1,265,30,144,9
1,3,28,16,1,265,30,144,9
1,4,28,16,1,265,30,144,9
1,5,28,16,1,265,30,144,9
1,6,28,16,1,265,30,144,9
1,7,28,16,1,265,30,144,9
1,8,28,16,1,265,30,144,9
1,9,28,16,1,265,30,144,9
1,10,28,16,1,265,30,144,9
1,1,29,16,1,275,31,144,9
1,2,29,16,1,274,31,144,9
1,3,29,16,1,274,31,144,9
1,4,29,16,1,274,31,144,9
1,5,29,16,1,274,31,144,9
1,6,29,16,1,274,31,144,9
1,7,29,16,1,274,31,144,9
1,8,29,16,1,274,31,144,9
1,9,29,16,1,274,31,144,9
1,10,29,16,1,274,31,144,9
1,1,30,16,1,284,32,144,9
1,2,30,16,1,284,32,144,9
1,3,30,16,1,282,32,144,9
1,4,30,16,1,282,32,144,9
1,5,30,16,1,282,32,144,9
1,6,30,16,1,282,32,144,9
1,7,30,16,1,282,32,144,9
1,8,30,16,1,282,32,144,9
1,9,30,16,1,282,32,144,9
1,10,30,16,1,282,32,144,9
1,1,31,16,1,292,33,144,9
1,2,31,16,1,292,33,144,9
1,3,31,16,1,291,33,144,9
1,4,31,16,1,291,33,144,9
1,5,31,16,1,291,33,144,9
1,6,31,16,1,291,33,144,9
1,7,31,16,1,291,33,144,9
1,8,31,16,1,291,33,144,9
1,9,31,16,1,291,33,144,9
1,10,31,16,1,291,33,144,9
1,1,32,16,1,301,34,144,9
1,2,32,16,1,301,34,144,9
1,3,32,16,1,301,34,144,9
1,4,32,16,1,300,34,144,9
1,5,32,16,1,300,34,144,9
1,6,32,16,1,300,34,144,9
1,7,32,16,1,300,34,144,9
1,8,32,16,1,300,34,144,9
1,9,32,16,1,300,34,144,9
1,10,32,16,1,300,34,144,9
1,1,33,16,1,305,34,144,9
1,2,33,16,1,305,34,144,9
1,3,33,16,1,305,34,144,9
1,4,33,16,1,305,34,144,9
1,5,33,16,1,305,34,144,9
1,6,33,16,1,305,34,144,9
1,7,33,16,1,305,34,144,9
1,8,33,16,1,305,34,144,9
1,9,33,16,1,305,34,144,9
1,10,33,16,1,305,34,144,9
1,1,34,16,1,306,34,144,9
1,2,34,16,1,306,34,144,9
1,3,34,16,1,306,34,144,9
1,4,34,16,1,306,34,144,9
1,5,34,16,1,306,34,144,9
1,6,34,16,1,306,34,144,9
1,7,34,16,1,306,34,144,9
1,8,34,16,1,306,34,144,9
1,9,34,16,1,306,34,144,9
1,10,34,16,1,306,34,144,9
1,1,15,17,0,159,19,153,9
1,2,15,17,0,159,19,153,9
1,3,15,17,0,159,19,153,9
1,4,15,17,0,159,19,153,9
1,5,15,17,0,159,19,153,9
1,6,15,17,0,159,19,153,9
1,7,15,17,0,159,19,153,9
1,8,15,17,0,159,19,153,9
1,9,15,17,0,159,19,153,9
1,10,15,17,0,159,19,153,9
1,1,16,17,0,167,20,153,9
1,2,16,17,0,167,20,153,9
1,3,16,17,0,167,20,153,9
1,4,16,17,0,167,20,153,9
1,5,16,17,0,167,20,153,9
1,6,16,17,0,167,20,153,9
1,7,16,17,0,167,20,153,9
1,8,16,17,0,167,20,153,9
1,9,16,17,0,167,20,153,9
1,10,16,17,0,167,20,153,9
1,1,17,17,1,175,21,153,9
1,2,17,17,0,175,21,153,9
1,3,17,17,0,175,21,153,9
1,4,17,17,0,175,21,153,9
1,5,17,17,0,175,21,153,9
1,6,17,17,0,175,21,153,9
1,7,17,17,0,175,21,153,9
1,8,17,17,0,175,21,153,9
1,9,17,17,0,175,21,153,9
1,10,17,17,0,175,21,153,9
1,1,18,17,1,183,22,153,9
1,2,18,17,1,183,22,153,9
1,3,18,17,1,183,22,153,9
1,4,18,17,0,183,22,153,9
1,5,18,17,0,183,22,153,9
1,6,18,17,0,183,22,153,9
1,7,18,17,0,183,22,153,9
1,8,18,17,0,183,22,153,9
1,9,18,17,0,183,22,153,9
1,10,18,17,0,183,22,153,9
1,1,19,17,1,191,22,153,9
1,2,19,17,1,191,22,153,9
1,3,19,17,1,191,22,153,9
1,4,19,17,1,191,22,153,9
1,5,19,17,1,191,22,153,9
1,6,19,17,0,191,22,153,9
1,7,19,17,0,191,22,153,9
1,8,19,17,0,191,22,153,9
1,9,19,17,0,191,22,153,9
1,10,19,17,0,191,22,153,9
1,1,20,17,1,199,23,153,9
1,2,20,17,1,199,23,153,9
1,3,20,17,1,199,23,153,9
1,4,20,17,1,199,23,153,9
1,5,20,17,1,199,23,153,9
1,6,20,17,1,199,23,153,9
1,7,20,17,1,199,23,153,9
1,8,20,17,0,199,23,153,9
1,9,20,17,0,199,23,153,9
1,10,20,17,0,199,23,153,9
1,1,21,17,1,207,24,153,9
1,2,21,17,1,207,24,153,9
1,3,21,17,1,207,24,153,9
1,4,21,17,1,207,24,153,9
1,5,21,17,1,207,24,153,9
1,6,21,17,1,207,24,153,9
1,7,21,17,1,207,24,153,9
1,8,21,17,1,207,24,153,9
1,9,21,17,1,207,24,153,9
1,10,21,17,0,207,24,153,9
1,1,22,17,1,215,25,153,9
1,2,22,17,1,215,25,153,9
1,3,22,17,1,215,25,153,9
1,4,22,17,1,215,25,153,9
1,5,22,17,1,215,25,153,9
1,6,22,17,1,215,25,153,9
1,7,22,17,1,215,25,153,9
1,8,22,17,1,215,25,153,9
1,9,22,17,1,215,25,153,9
1,10,22,17,1,215,25,153,9
1,1,23,17,1,223,26,153,9
1,2,23,17,1,223,26,153,9
1,3,23,17,1,223,26,153,9
1,4,23,17,1,223,26,153,9
1,5,23,17,1,223,26,153,9
1,6,23,17,1,223,26,153,9
1,7,23,17,1,223,26,153,9
1,8,23,17,1,223,26,153,9
1,9,23,17,1,223,26,153,9
1,10,23,17,1,223,26,153,9
1,1,24,17,1,232,27,153,9
1,2,24,17,1,232,27,153,9
1,3,24,17,1,232,27,153,9
1,4,24,17,1,232,27,153,9
1,5,24,17,1,232,27,153,9
1,6,24,17,1,232,27,153,9
1,7,24,17,1,232,27,153,9
